mouse_gene,human_target,source,compound,compound_id,direction,directionality,mechanism_of_action,direct_interaction,max_phase,approved,interaction_score,evidence_source,first_approval,molecule_type,black_box_warning,withdrawn,oral,parenteral,pchembl_best,potency_assay_type,potency_standard_type,compound_direction_class,desired_direction_for_target,direction_matches_desired,human_target_score
Kdm1a,KDM1A,DGIdb,CC-90011,iuphar.ligand:11284,inhibitor,INHIBITORY,,,,False,1.76439964977609,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,OG-L002,iuphar.ligand:7023,inhibitor,INHIBITORY,,,,False,3.528799299552181,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,NAMOLINE,chembl:CHEMBL2426136,,,,,,False,7.057598599104363,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,4.038201260374418
Kdm1a,KDM1A,DGIdb,RN-1,iuphar.ligand:8980,inhibitor,INHIBITORY,,,,False,3.528799299552181,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,NCL-1,iuphar.ligand:7024,inhibitor,INHIBITORY,,,,False,3.528799299552181,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,BOMEDEMSTAT,chembl:CHEMBL4297289,inhibitor,INHIBITORY,,,,False,3.528799299552181,DGIdb: ChEMBL,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,ORY-1001,iuphar.ligand:8390,activator,ACTIVATING,,,,False,3.528799299552181,DGIdb: GuideToPharmacology,,,,,,,,,,activator,inhibitor,False,4.038201260374418
Kdm1a,KDM1A,DGIdb,CHEMBL:CHEMBL1179,chembl:CHEMBL1179,,,,,,False,3.528799299552181,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,4.038201260374418
Kdm1a,KDM1A,DGIdb,TRANYLCYPROMINE HYDROCHLORIDE,chembl:CHEMBL1255743,,,,,,False,1.76439964977609,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,4.038201260374418
Kdm1a,KDM1A,DGIdb,GSK2879552,iuphar.ligand:9116,inhibitor,INHIBITORY,,,,False,1.76439964977609,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,TAK-418,iuphar.ligand:11516,inhibitor,INHIBITORY,,,,False,3.528799299552181,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,GSK-LSD1,iuphar.ligand:8241,inhibitor,INHIBITORY,,,,False,3.528799299552181,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,TRANYLCYPROMINE,rxcui:10734,inhibitor,INHIBITORY,,,approved,True,0.8821998248880454,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Kdm1a,KDM1A,DGIdb,SALVIANOLIC ACID B,iuphar.ligand:13515,inhibitor,INHIBITORY,,,,False,1.17626643318406,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,4.038201260374418
Brd2,BRD2,DGIdb,ARV-771,iuphar.ligand:10564,inhibitor,INHIBITORY,,,,False,0.4726070490471672,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,APABETALONE,ncit:C171748,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,0.7561712784754675,DGIdb: ChEMBL; GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,RO-6870810,drugbank:DB15151,inhibitor,INHIBITORY,,,,False,0.4726070490471672,DGIdb: ChEMBL,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,PELABRESIB,chembl:CHEMBL4303404,inhibitor,INHIBITORY,,,,False,0.4726070490471672,DGIdb: ChEMBL,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,GSK852,iuphar.ligand:11690,inhibitor,INHIBITORY,,,,False,0.6301427320628897,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,BIRABRESIB,chembl:CHEMBL3581647,inhibitor,INHIBITORY,,,,False,0.4726070490471672,DGIdb: ChEMBL,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,BMS-986158,drugbank:DB15435,inhibitor,INHIBITORY,,,,False,0.3780856392377337,DGIdb: ChEMBL,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,COMPOUND 38 [PMID: 24000170],iuphar.ligand:7522,inhibitor,INHIBITORY,,,,False,0.6301427320628897,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,TRIAZOLAM,rxcui:10767,,,,,approved,True,0.1260285464125779,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,3.940057465404877
Brd2,BRD2,DGIdb,BIRABRESIB,ncit:C103298,,,,,,False,0.3150713660314448,DGIdb: TTD,,,,,,,,,,other/unknown,inhibitor,False,3.940057465404877
Brd2,BRD2,DGIdb,COMPOUND 4D [PMID: 21851057],iuphar.ligand:7516,inhibitor,INHIBITORY,,,,False,0.9452140980943344,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,XD14,iuphar.ligand:7524,inhibitor,INHIBITORY,,,,False,0.4726070490471672,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,MIDAZOLAM HYDROCHLORIDE,rxcui:203128,,,,,approved,True,0.1080244683536382,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,3.940057465404877
Brd2,BRD2,DGIdb,LY-294002,drugbank:DB02656,inhibitor,INHIBITORY,,,,False,0.1260285464125779,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,SIM1,iuphar.ligand:11777,inhibitor,INHIBITORY,,,,False,1.890428196188668,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,ABBV-744,drugbank:DB19199,,,,,,False,0.6301427320628897,DGIdb: TTD,,,,,,,,,,other/unknown,inhibitor,False,3.940057465404877
Brd2,BRD2,DGIdb,CHEMBL:CHEMBL52030,chembl:CHEMBL52030,,,,,,False,1.260285464125779,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,3.940057465404877
Brd2,BRD2,DGIdb,COMPOUND 36 [PMID: 24000170],iuphar.ligand:7521,inhibitor,INHIBITORY,,,,False,0.6301427320628897,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,MOLIBRESIB,iuphar.ligand:7033,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,0.9452140980943344,DGIdb: ChEMBL; GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,ALPRAZOLAM,rxcui:596,,,,,approved,True,0.1260285464125779,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,3.940057465404877
Brd2,BRD2,DGIdb,BIC1,iuphar.ligand:7510,inhibitor,INHIBITORY,,,,False,1.890428196188668,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,ET BROMODOMAIN INHIBITOR,iuphar.ligand:7808,inhibitor,INHIBITORY,,,,False,1.890428196188668,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,I-BET151,iuphar.ligand:7518,inhibitor,INHIBITORY,,,,False,0.3150713660314448,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,GW841819X,iuphar.ligand:7514,inhibitor,INHIBITORY,,,,False,0.6301427320628897,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,ACETAMINOPHEN,rxcui:161,,,,,approved,True,0.0756171278475467,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,3.940057465404877
Brd2,BRD2,DGIdb,ME BROMODOMAIN INHIBITOR,iuphar.ligand:7807,inhibitor,INHIBITORY,,,,False,1.890428196188668,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Brd2,BRD2,DGIdb,TETRADECANOYLPHORBOL ACETATE,ncit:C866,,,,,,False,0.0590758811308959,DGIdb: NCI,,,,,,,,,,other/unknown,inhibitor,False,3.940057465404877
Brd2,BRD2,DGIdb,WNY0824,iuphar.ligand:12143,inhibitor,INHIBITORY,,,,False,0.3780856392377337,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.940057465404877
Mast3,MAST3,DGIdb,COMPOUND 35 [PMID: 23916259],iuphar.ligand:8842,inhibitor,INHIBITORY,,,,False,26.46599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,3.9017618715729427
Lgr4,LGR4,DGIdb,R-SPONDIN-2,iuphar.ligand:3698,agonist,ACTIVATING,,,,False,3.528799299552182,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,3.880531539802335
Lgr4,LGR4,DGIdb,R-SPONDIN-1,iuphar.ligand:3697,agonist,ACTIVATING,,,,False,3.528799299552182,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,3.880531539802335
Lgr4,LGR4,DGIdb,R-SPONDIN-3,iuphar.ligand:3699,agonist,ACTIVATING,,,,False,3.528799299552182,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,3.880531539802335
Lgr4,LGR4,DGIdb,R-SPONDIN-4,iuphar.ligand:3700,agonist,ACTIVATING,,,,False,3.528799299552182,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,3.880531539802335
Lgr4,LGR4,DGIdb,ROSMANTUZUMAB,chembl:CHEMBL3990031,inhibitor,INHIBITORY,,,,False,5.293198949328273,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,3.880531539802335
Alad,ALAD,DGIdb,PORPHOBILINOGEN,drugbank:DB02272,,,,,,False,52.93198949328273,DGIdb: TTD,,,,,,,,,,other/unknown,inhibitor,False,3.8776340899941864
Emsy,EMSY,DGIdb,BEVACIZUMAB,rxcui:253337,,,,,approved,True,0.5881332165920303,DGIdb: CIViC,,,,,,,,,,other/unknown,inhibitor,False,3.42758422788185
Emsy,EMSY,DGIdb,CARBOPLATIN,rxcui:40048,,,,,approved,True,0.3007499403027427,DGIdb: CIViC,,,,,,,,,,other/unknown,inhibitor,False,3.42758422788185
Emsy,EMSY,DGIdb,ADALIMUMAB,rxcui:327361,,,,,approved,True,0.7561712784754676,DGIdb: PharmGKB,,,,,,,,,,other/unknown,inhibitor,False,3.42758422788185
Emsy,EMSY,DGIdb,PACLITAXEL PROTEIN-BOUND,rxcui:486610,,,,,approved,True,0.226205083304627,DGIdb: CIViC,,,,,,,,,,other/unknown,inhibitor,False,3.42758422788185
Vti1a,VTI1A,DGIdb,VINCRISTINE,rxcui:11202,,,,,approved,True,1.048158207787776,DGIdb: PharmGKB,,,,,,,,,,other/unknown,inhibitor,False,3.3233276882960605
Acvr1,ACVR1,ChEMBL,EPTOTERMIN ALFA,CHEMBL2108594,AGONIST,,Activin receptor type-1 agonist,1.0,4.0,,,ChEMBL mechanism (CHEMBL5903),2001.0,Protein,0.0,False,False,False,,,,activator,activator,True,3.2468583377574873
Acvr1,ACVR1,ChEMBL,DIBOTERMIN ALFA,CHEMBL2109171,AGONIST,,Activin receptor type-1 agonist,1.0,4.0,,,ChEMBL mechanism (CHEMBL5903),2002.0,Protein,0.0,False,False,False,,,,activator,activator,True,3.2468583377574873
Acvr1,ACVR1,ChEMBL,MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,CHEMBL6068336,INHIBITOR,,Activin receptor type-1 inhibitor,1.0,4.0,,,ChEMBL mechanism (CHEMBL5903),2024.0,Small molecule,0.0,False,False,False,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,ChEMBL,PACRITINIB CITRATE,CHEMBL5095049,INHIBITOR,,Activin receptor type-1 inhibitor,1.0,4.0,,,ChEMBL mechanism (CHEMBL5903),2022.0,Small molecule,0.0,False,True,False,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,"COMPOUND 7 [NGUYEN ET AL., 2023]",iuphar.ligand:12485,inhibitor,INHIBITORY,,,,False,0.2940666082960151,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,DIBOTERMIN ALFA,chembl:CHEMBL2109171,agonist,ACTIVATING,,,approved,True,0.2450555069133459,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,3.2468583377574873
Acvr1,ACVR1,DGIdb,K02288,iuphar.ligand:13266,inhibitor,INHIBITORY,,,,False,0.7351665207400379,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,PP2,iuphar.ligand:9404,,,,,,False,0.0525118943385741,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,COMPOUND 13D [PMID: 23639540],iuphar.ligand:8120,inhibitor,INHIBITORY,,,,False,0.2100475773542965,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,CHEMBL:CHEMBL1997335,chembl:CHEMBL1997335,,,,,,False,0.0350079295590494,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,EPTOTERMIN ALFA,chembl:CHEMBL2108594,agonist,ACTIVATING,,,approved,True,0.3675832603700189,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,3.2468583377574873
Acvr1,ACVR1,DGIdb,ITACNOSERTIB,iuphar.ligand:10632,inhibitor,INHIBITORY,,,,False,0.7351665207400379,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,DACTOLISIB,ncit:C74072,,,,,,False,0.033416660033638,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,COMPOUND 13A [PMID: 23639540],iuphar.ligand:8155,inhibitor,INHIBITORY,,,,False,0.2100475773542965,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,RG-1530,iuphar.ligand:10361,,,,,,False,0.0170968958311636,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,TOZASERTIB,ncit:C98053,,,,,,False,0.0210047577354296,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,ALSTERPAULLONE,drugbank:DB04014,,,,,,False,0.0294066608296015,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,LDN-214117,iuphar.ligand:8481,inhibitor,INHIBITORY,,,,False,0.3675832603700189,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,CHEMBL:CHEMBL379975,chembl:CHEMBL379975,,,,,,False,0.033416660033638,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,VANDETANIB,rxcui:1098413,,,,,approved,True,0.026255947169287,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,chembl:CHEMBL6068336,inhibitor,INHIBITORY,,,approved,True,0.4901110138266919,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,COMPOUND 8 [PMID: 17480064],iuphar.ligand:8763,,,,,,False,0.021945269275822,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,NVP-TAE684,iuphar.ligand:5714,,,,,,False,0.014275078072622,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,TANDUTINIB,chembl:CHEMBL124660,,,,,,False,0.1470333041480075,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,CENISERTIB,chembl:CHEMBL1967878,,,,,,False,0.0127855047085223,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,MEK-1/MEKK-1 INHIBITOR E6201,ncit:C79848,,,,,,False,2.940666082960151,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,MOMELOTINIB,rxcui:2665204,inhibitor,INHIBITORY,,,approved,True,0.1336666401345523,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,BMS-986260,iuphar.ligand:10662,inhibitor,INHIBITORY,,,,False,0.4901110138266919,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,DASATINIB ANHYDROUS,rxcui:1546019,,,,,approved,True,0.0201415485134256,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,ML347,iuphar.ligand:8121,inhibitor,INHIBITORY,,,,False,0.4901110138266919,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,CEDIRANIB,ncit:C80867,,,,,,False,0.0300067967648995,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,ZILURGISERTIB,ncit:C175551,inhibitor,INHIBITORY,,,,False,0.2940666082960151,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,COMPOUND 13R [PMID: 23639540],iuphar.ligand:8144,inhibitor,INHIBITORY,,,,False,0.2450555069133459,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,DOVITINIB,ncit:C76199,,,,,,False,0.0161575059503305,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,PACRITINIB CITRATE,chembl:CHEMBL5095049,inhibitor,INHIBITORY,,,approved,True,0.3675832603700189,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,FIDRISERTIB,iuphar.ligand:11875,inhibitor,INHIBITORY,,,,False,1.470333041480075,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,CP-547632,iuphar.ligand:7881,,,,,,False,0.0341937916623273,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,PD166285,iuphar.ligand:8183,,,,,,False,0.0272283896570384,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,JNJ-7706621,iuphar.ligand:5932,,,,,,False,0.0282756354130783,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Acvr1,ACVR1,DGIdb,ILORASERTIB,ncit:C116729,,,,,,False,0.0140031718236197,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.2468583377574873
Sufu,SUFU,DGIdb,SONIDEGIB,rxcui:1659191,,,,,approved,True,21.17279579731309,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,3.2283980759524233
Arnt,ARNT,DGIdb,TCDD,iuphar.ligand:9642,,,,,,False,2.205499562220113,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,3.001587757330234
Arnt,ARNT,DGIdb,HYDROCORTISONE BUTYRATE,rxcui:103468,,,,,approved,True,0.5293198949328273,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,3.001587757330234
Arnt,ARNT,DGIdb,FUROSPONGOLIDE,chembl:CHEMBL1077108,,,,,,False,10.58639789865654,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.001587757330234
Arnt,ARNT,DGIdb,EPICATECHIN GALLATE,iuphar.ligand:12462,,,,,,False,4.234559159462618,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,3.001587757330234
Arnt,ARNT,DGIdb,PROTEASOME INHIBITOR,ncit:C2160,,,,,,False,1.058639789865654,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,3.001587757330234
Atp2b1,ATP2B1,DGIdb,ANTIHYPERTENSIVE AGENT,ncit:C270,,,,,,False,12.21507449844986,DGIdb: PharmGKB,,,,,,,,,,other/unknown,inhibitor,False,2.982040785900171
Cop1,COP1,DGIdb,TOCAINIDE,rxcui:42359,,,,,approved,True,5.293198949328273,DGIdb: TTD,,,,,,,,,,other/unknown,inhibitor,False,2.935538240533192
Cop1,COP1,DGIdb,PROPAFENONE,rxcui:8754,,,,,approved,True,1.17626643318406,DGIdb: TTD,,,,,,,,,,other/unknown,inhibitor,False,2.935538240533192
Cop1,COP1,DGIdb,PROCAINAMIDE,rxcui:8700,,,,,approved,True,1.764399649776091,DGIdb: TTD,,,,,,,,,,other/unknown,inhibitor,False,2.935538240533192
Cop1,COP1,DGIdb,QUININE,rxcui:9071,,,,,approved,True,1.17626643318406,DGIdb: TTD,,,,,,,,,,other/unknown,inhibitor,False,2.935538240533192
Cop1,COP1,DGIdb,FLECAINIDE ACETATE,rxcui:42686,,,,,approved,True,1.058639789865654,DGIdb: TTD,,,,,,,,,,other/unknown,inhibitor,False,2.935538240533192
Cbfb,CBFB,DGIdb,HOMIDIUM BROMIDE,chembl:CHEMBL284328,,,,,,False,0.0570387817815546,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,DAUNORUBICIN LIPOSOMAL,rxcui:214468,,,,,approved,True,0.0187968712689214,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,APOMORPHINE HYDROCHLORIDE,chembl:CHEMBL3187985,,,,,approved,True,0.0787678415078612,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,L-NOREPINEPHRINE,chembl:CHEMBL18824,,,,,,False,0.2067655839581356,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,CHEMBL:CHEMBL313737,chembl:CHEMBL313737,,,,,,False,0.1654124671665085,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,CHEMBL:CHEMBL1601846,chembl:CHEMBL1601846,,,,,,False,0.0719184639854384,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,O-PHENANTHROLINE,rxcui:1872047,,,,,approved,True,0.0787678415078612,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,JUGLONE,iuphar.ligand:13647,,,,,,False,0.0787678415078612,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,SHIKONIN,chembl:CHEMBL9470,,,,,,False,0.1654124671665085,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,IRIGENOL,iuphar.ligand:11564,,,,,,False,0.1181517622617918,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,PYROGALLOL,iuphar.ligand:13596,,,,,,False,0.1033827919790678,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,AURINTRICARBOXYLIC ACID,chembl:CHEMBL275938,,,,,,False,0.053358860376293,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,&ALPHA;-ERGOCRYPTINE,iuphar.ligand:271,,,,,,False,0.1654124671665085,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,DEPHOSTATIN,chembl:CHEMBL269733,,,,,,False,0.0661649868666034,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,PURPUROGALLIN,chembl:CHEMBL66953,,,,,,False,0.0459479075462523,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,FUMARPROTOCETRARIC ACID,chembl:CHEMBL366861,,,,,,False,0.1378437226387571,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,DISULFIRAM,rxcui:3554,,,,,approved,True,0.0403445041869533,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,CYTARABINE HYDROCHLORIDE,chembl:CHEMBL1256472,,,,,,False,0.5513748905550284,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,WEDELOLACTONE,iuphar.ligand:5551,,,,,,False,0.1503749701513713,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,DIPYRIDYL,chembl:CHEMBL39879,,,,,,False,0.4135311679162713,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,QUINOLINIC ACID,chembl:CHEMBL286204,,,,,,False,0.2756874452775142,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,FUSARIC ACID,chembl:CHEMBL24510,,,,,,False,0.2363035245235836,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,IRIGINOL HEXAACEATATE,chembl:CHEMBL1440119,,,,,,False,0.1503749701513713,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,TAMOXIFEN CITRATE,chembl:CHEMBL786,,,,,approved,True,0.0870591932455308,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,ERGOCORNINE,chembl:CHEMBL1385840,,,,,,False,0.2756874452775142,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
