mouse_gene,human_target,source,compound,compound_id,direction,directionality,mechanism_of_action,direct_interaction,max_phase,approved,interaction_score,evidence_source,first_approval,molecule_type,black_box_warning,withdrawn,oral,parenteral,pchembl_best,potency_assay_type,potency_standard_type,compound_direction_class,desired_direction_for_target,direction_matches_desired,human_target_score
Gnas,GNAS,DGIdb,NICLOSAMIDE,rxcui:7402,,,,,approved,True,0.056012687294479,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,TRIACETIN,chembl:CHEMBL1489254,,,,,,False,1.512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL527586,chembl:CHEMBL527586,,,,,,False,0.3780856392377338,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL429095,chembl:CHEMBL429095,,,,,,False,0.0302468511390187,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL585408,chembl:CHEMBL585408,,,,,,False,0.7561712784754676,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,AMITRIPTYLINE HYDROCHLORIDE,chembl:CHEMBL1200964,,,,,approved,True,0.302468511390187,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,ACID BLUE 129,chembl:CHEMBL133576,,,,,,False,0.0795969766816281,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL252417,chembl:CHEMBL252417,,,,,,False,0.3780856392377338,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL578878,chembl:CHEMBL578878,,,,,,False,0.5041141856503117,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL2002487,chembl:CHEMBL2002487,,,,,,False,0.1374856869955395,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",drugbank:DB08039,,,,,,False,0.065754024215258,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,FLUOROURACIL,rxcui:4492,,,,,approved,True,0.0238164182196997,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL1506226,chembl:CHEMBL1506226,,,,,,False,1.512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,"9,10-PHENANTHRENEQUINONE",chembl:CHEMBL51931,,,,,,False,0.0581670214211898,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CLIOXANIDE,chembl:CHEMBL236150,,,,,,False,0.2160489367072764,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL1561747,chembl:CHEMBL1561747,,,,,,False,1.512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL1392244,chembl:CHEMBL1392244,,,,,,False,0.5041141856503117,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,ETOCARLIDE,chembl:CHEMBL1354007,,,,,,False,1.512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL560296,chembl:CHEMBL560296,,,,,,False,0.5041141856503117,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,"WIN 62,577",iuphar.ligand:340,,,,,,False,0.1890428196188669,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CISPLATIN,rxcui:2555,,,,,approved,True,0.018111886909592,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gpr12,GPR12,DGIdb,SPHINGOSINE 1-PHOSPHATE,iuphar.ligand:911,agonist,ACTIVATING,,,,False,0.980222027653384,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.3703250348732583
Gpr12,GPR12,DGIdb,CYCLOCITRINOL,chembl:CHEMBL523073,,,,,,False,17.64399649776091,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.3703250348732583
Gpr12,GPR12,DGIdb,NEOCYCLOCITRINOL B,chembl:CHEMBL497296,,,,,,False,17.64399649776091,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.3703250348732583
Gpr12,GPR12,DGIdb,NEOCYCLOCITRINOL C,chembl:CHEMBL524981,,,,,,False,17.64399649776091,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.3703250348732583
Gpr12,GPR12,DGIdb,CHEMBL:CHEMBL496266,chembl:CHEMBL496266,,,,,,False,17.64399649776091,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.3703250348732583
Gpr12,GPR12,DGIdb,SPHINGOSYLPHOSPHORYLCHOLINE,iuphar.ligand:4032,agonist,ACTIVATING,,,,False,8.821998248880455,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.3703250348732583
Gcgr,GCGR,ChEMBL,GLUCAGON HYDROCHLORIDE,CHEMBL5314342,AGONIST,,Glucagon receptor agonist,1.0,4.0,,,ChEMBL mechanism (CHEMBL1985),1960.0,Protein,0.0,False,False,True,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,ChEMBL,GLUCAGON,CHEMBL5314341,AGONIST,,Glucagon receptor agonist,1.0,4.0,,,ChEMBL mechanism (CHEMBL1985),1998.0,Protein,0.0,False,False,True,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,ChEMBL,SAR425899,CHEMBL3545269,AGONIST,,Glucagon receptor agonist,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Unknown,0.0,False,False,False,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,ChEMBL,MK-0893,CHEMBL1933349,ANTAGONIST,,Glucagon receptor antagonist,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Small molecule,0.0,False,False,False,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,ChEMBL,PF-06291874,CHEMBL2381848,ANTAGONIST,,Glucagon receptor antagonist,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Small molecule,0.0,False,False,False,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,ChEMBL,CROTEDUMAB,CHEMBL3707278,INHIBITOR,,Glucagon receptor inhibitor,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Antibody,0.0,False,False,False,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,ChEMBL,COTADUTIDE,CHEMBL4297630,AGONIST,,Glucagon receptor agonist,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Protein,0.0,False,False,False,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,ChEMBL,MK-3577,CHEMBL1933350,ANTAGONIST,,Glucagon receptor antagonist,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Small molecule,0.0,False,False,False,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,ChEMBL,ADOMEGLIVANT,CHEMBL3707351,ANTAGONIST,,Glucagon receptor antagonist,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Small molecule,0.0,False,False,False,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,ChEMBL,EFINOPEGDUTIDE,CHEMBL4297576,AGONIST,,Glucagon receptor agonist,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Protein,0.0,False,False,False,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,ChEMBL,VOLAGIDEMAB,CHEMBL4298213,INHIBITOR,,Glucagon receptor inhibitor,1.0,2.0,,,ChEMBL mechanism (CHEMBL1985),,Antibody,0.0,False,False,False,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,ChEMBL,DASIGLUCAGON HYDROCHLORIDE,CHEMBL4650274,AGONIST,,Glucagon receptor agonist,1.0,4.0,,,ChEMBL mechanism (CHEMBL1985),2021.0,Protein,0.0,False,False,True,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,ChEMBL,DASIGLUCAGON,CHEMBL4297741,AGONIST,,Glucagon receptor agonist,1.0,3.0,,,ChEMBL mechanism (CHEMBL1985),,Unknown,0.0,False,False,False,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,ChEMBL,RETATRUTIDE,CHEMBL5095485,AGONIST,,Glucagon receptor agonist,1.0,3.0,,,ChEMBL mechanism (CHEMBL1985),,Protein,0.0,False,False,False,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,ChEMBL,SURVODUTIDE,CHEMBL5314776,AGONIST,,Glucagon receptor agonist,1.0,3.0,,,ChEMBL mechanism (CHEMBL1985),,Protein,0.0,False,False,False,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,SURVODUTIDE,chembl:CHEMBL5314776,agonist,ACTIVATING,,,,False,0.7561712784754676,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,BAY27-9955,iuphar.ligand:3491,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,COTADUTIDE,chembl:CHEMBL4297630,agonist,ACTIVATING,,,,False,0.5041141856503117,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,CROTEDUMAB,chembl:CHEMBL3707278,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,MK-0893,iuphar.ligand:9135,inhibitor; modulator,INHIBITORY,,,,False,2.016456742601247,DGIdb: ChEMBL; DTC; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,NNC0640,iuphar.ligand:9574,modulator,,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,HGCGR ANTAGONIST,iuphar.ligand:1148,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,NNC1702,iuphar.ligand:9760,agonist,ACTIVATING,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,"L-168,049",iuphar.ligand:3505,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,ADOMEGLIVANT,chembl:CHEMBL3707351,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,DASIGLUCAGON HYDROCHLORIDE,chembl:CHEMBL4650274,agonist,ACTIVATING,,,approved,True,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,"[125I]GLUCAGON (HUMAN, MOUSE, RAT)",iuphar.ligand:3785,agonist,ACTIVATING,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,GLUCAGON (RDNA),rxcui:261716,agonist,ACTIVATING,,,approved,True,1.058639789865654,DGIdb: DTC; GuideToPharmacology; TEND; TTD; TdgClinicalTrial,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,RETATRUTIDE,rxcui:2722410,agonist; agonist,ACTIVATING; ACTIVATING,,,,False,1.008228371300623,DGIdb: ChEMBL; GuideToPharmacology,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,GLUCAGON HYDROCHLORIDE,chembl:CHEMBL5314342,agonist,ACTIVATING,,,approved,True,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,NNC 92-1687,iuphar.ligand:3515,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,PEGAPAMODUTIDE,chembl:CHEMBL3990012,,,,,,False,0.7561712784754676,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,ISIS 325568,drugbank:DB06099,,,,,,False,1.512342556950935,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,RVT-1502,iuphar.ligand:13314,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,VOLAGIDEMAB,iuphar.ligand:14320,antibody,INHIBITORY,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,SURVODUTIDE,iuphar.ligand:13383,agonist,ACTIVATING,,,,False,0.7561712784754676,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,PF-06291874,chembl:CHEMBL2381848,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,DASIGLUCAGON,chembl:CHEMBL4297741,agonist,ACTIVATING,,,,False,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,REDIOCIDE A,chembl:CHEMBL454246,,,,,,False,1.512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,PF-06291874,drugbank:DB15065,,,,,,False,1.512342556950935,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,VOLAGIDEMAB,chembl:CHEMBL4298213,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,MAZDUTIDE,ncit:C186406,agonist,ACTIVATING,,,,False,0.7561712784754676,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,VOLAGIDEMAB,ncit:C167005,,,,,,False,1.512342556950935,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,EFINOPEGDUTIDE,chembl:CHEMBL4297576,agonist,ACTIVATING,,,,False,0.7561712784754676,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,CROTEDUMAB,iuphar.ligand:9614,antibody,INHIBITORY,,,,False,1.512342556950935,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,GLUCAGON,chembl:CHEMBL5314341,agonist,ACTIVATING,,,approved,True,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,LGD-6972,drugbank:DB14779,,,,,,False,3.02468511390187,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,ADOMEGLIVANT,iuphar.ligand:9479,inhibitor,INHIBITORY,,,,False,3.02468511390187,DGIdb: GuideToPharmacology; TTD,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Gcgr,GCGR,DGIdb,SAR425899,chembl:CHEMBL3545269,agonist,ACTIVATING,,,,False,1.008228371300623,DGIdb: ChEMBL; TTD,,,,,,,,,,activator,activator,True,2.325541699045721
Gcgr,GCGR,DGIdb,MK-3577,chembl:CHEMBL1933350,inhibitor,INHIBITORY,,,,False,1.512342556950935,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.325541699045721
Ppp2r5d,PPP2R5D,DGIdb,CYCLOPHOSPHAMIDE ANHYDROUS,rxcui:1545988,,,,,approved,True,0.4151528587708449,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.2643345352893354
Ppp2r5d,PPP2R5D,DGIdb,FLUOROURACIL,rxcui:4492,,,,,approved,True,0.2778582125631639,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.2643345352893354
Ppp2r5d,PPP2R5D,DGIdb,EPIRUBICIN,rxcui:3995,,,,,approved,True,1.037882146927112,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.2643345352893354
Aldh2,ALDH2,ChEMBL,DISULFIRAM,CHEMBL964,INHIBITOR,,Aldehyde dehydrogenase inhibitor,1.0,4.0,,,ChEMBL mechanism (CHEMBL1935),1951.0,Small molecule,1.0,False,True,False,5.47,B,IC50,inhibitor,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,DEHYDRATED ALCOHOL,rxcui:1310469,,,,,approved,True,0.1357230499827762,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,ACETALDEHYDE,rxcui:1311137,,,,,approved,True,2.646599474664136,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,DISULFIRAM,rxcui:3554,inhibitor,INHIBITORY,,,approved,True,0.6455120669912529,DGIdb: ChEMBL; PharmGKB; TEND; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,NALTREXONE,rxcui:7243,,,,,approved,True,0.9623998089687767,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,PRUNETIN,iuphar.ligand:6919,inhibitor,INHIBITORY,,,,False,5.293198949328273,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,HEROIN,rxcui:3304,,,,,,False,1.323299737332068,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,DOCETAXEL ANHYDROUS,rxcui:1299922,,,,,approved,True,0.117626643318406,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,CISPLATIN,rxcui:2555,,,,,approved,True,0.0633916041835721,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,NITROGLYCERIN,rxcui:4917,,,,,approved,True,1.221507449844986,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1901578628266267
Aldh2,ALDH2,DGIdb,MIRIVADELGAT,ncit:C200589,,,,,,False,5.293198949328273,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,2.1901578628266267
Slco2b1,SLCO2B1,DGIdb,VERLUKAST,ncit:C96714,inhibitor,INHIBITORY,,,,False,1.017922874870821,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,ELTROMBOPAG,rxcui:711942,,,,,approved,True,0.4524101666092541,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,RIFAMYCIN SV,rxcui:35616,inhibitor,INHIBITORY,,,approved,True,0.5089614374354109,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,ESTROPIPATE,ncit:C47521,,,,,,False,0.3393076249569406,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,SILDENAFIL,rxcui:136411,inhibitor,INHIBITORY,,,approved,True,0.1850768863401494,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,[3H]BSP,iuphar.ligand:4505,,,,,,False,0.4071691499483286,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,SILIBININ,ncit:C152359,,,,,,False,0.3393076249569406,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,SILIDIANIN,chembl:CHEMBL2397733,,,,,,False,1.357230499827762,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,GLYBURIDE,rxcui:4815,inhibitor,INHIBITORY,,,approved,True,0.0754016944348756,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,VORICONAZOLE,rxcui:121243,,,,,approved,True,0.3701537726802988,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,CHORIOGONADOTROPIN ALFA,rxcui:283550,,,,,approved,True,0.193890071403966,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,ERLOTINIB,rxcui:337525,inhibitor,INHIBITORY,,,approved,True,0.0357165921007305,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,SCUTELLARIN,iuphar.ligand:13075,,,,,,False,1.357230499827762,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,FEXOFENADINE HYDROCHLORIDE,rxcui:236474,,,,,approved,True,1.017922874870821,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,ISOSILYBIN A,chembl:CHEMBL592676,,,,,,False,1.357230499827762,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,TAMOXIFEN,rxcui:10324,,,,,approved,True,0.0885150325974627,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,SULFOBROMOPHTHALEIN,chembl:CHEMBL574431,,,,,,False,0.5816702142118981,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,ABIRATERONE ACETATE,rxcui:1100071,,,,,approved,True,0.290835107105949,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,ISOSILYBIN B,chembl:CHEMBL3542340,,,,,,False,1.357230499827762,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,CHLOROQUINE,rxcui:2393,,,,,approved,True,0.2544807187177054,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,SILYBIN B,chembl:CHEMBL592675,,,,,,False,2.035845749741643,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,PRIMAQUINE,rxcui:8687,,,,,approved,True,0.4071691499483286,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,SILICRISTIN A,chembl:CHEMBL130493,,,,,,False,4.071691499483287,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,SIMVASTATIN,rxcui:36567,,,,,approved,True,0.0814338299896657,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,GEMFIBROZIL,rxcui:4719,inhibitor,INHIBITORY,,,approved,True,0.1850768863401494,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.1276689682037357
Slco2b1,SLCO2B1,DGIdb,ROSIGLITAZONE MALEATE,ncit:C2583,,,,,,False,0.2714460999655524,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,2.1276689682037357
Ptges,PTGES,DGIdb,COMPOUND 30 [PMID: 15953724],iuphar.ligand:8812,inhibitor,INHIBITORY,,,,False,1.323299737332068,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,CELECOXIB,rxcui:140587,,,,,approved,True,0.2443014899689972,DGIdb: DTC; PharmGKB,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,COMPOUND III [PMID: 24045148],iuphar.ligand:9709,inhibitor,INHIBITORY,,,,False,2.646599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,INDOMETHACIN,rxcui:5781,,,,,approved,True,0.1260285464125779,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,TNF-ALPHA,chembl:CHEMBL265582,,,,,,False,0.2205499562220113,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,CURCUMIN PYRAZOLE,chembl:CHEMBL180239,,,,,,False,1.323299737332068,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,6BIO,chembl:CHEMBL409450,,,,,,False,1.764399649776091,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,FRILUGLANSTAT,iuphar.ligand:12888,inhibitor,INHIBITORY,,,,False,2.646599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,CURCUMIN,rxcui:2955,,,,,approved,True,0.0980222027653383,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,COMPOUND 44 [PMID: 19748780],iuphar.ligand:8761,inhibitor,INHIBITORY,,,,False,2.646599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,RECOMBINANT TRANSFORMING GROWTH FACTOR,ncit:C899,,,,,,False,0.2405999522421942,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,MK-886,iuphar.ligand:2655,,,,,,False,1.323299737332068,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,AGU654,iuphar.ligand:13646,inhibitor,INHIBITORY,,,,False,2.646599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
