mouse_gene,crispr_tier,CRISPR_CAUSAL,crispr_in_secondary_library,crispr_lfc_primary_D4,crispr_lfc_primary_D15,crispr_lfc_secondary_D4,crispr_lfc_secondary_D15,crispr_max_abs_lfc,crispr_guide_consistency_D15,crispr_guide_FDR_D15,crispr_d4_concordant,crispr_cross_library_agree,crispr_effect_class,crispr_direction,human_gene,ortholog_one2one,ortholog_type,fg_young_tibia_lfc,fg_tibia_vs_phalanx_lfc,fg_young_tibia_FDR,fg_tibia_vs_phalanx_FDR,fg_PZ_vs_HZ_lfc,fg_zone_bias,fg_rat_concordant,FAST_GROWTH,fg_score,mouse_zone_top,mouse_zone_specificity,human_zone_top,human_zone_specificity,human_zonal_detected,human_mouse_zone_concordant,height_n_loci,height_n_studies,height_neglog10p,HEIGHT_GWAS,cd200_D4_log2FC,cd200_D4_FDR,cd200_D15_log2FC,cd200_D15_FDR,maturation_slope,maturation_slope_FDR,sc_GSE125464_top_state,sc_GSE125464_max_expr,sc_GSE201605_top_state,sc_GSE201605_max_expr,sc_GSE231795_top_state,sc_GSE231795_max_expr,sc_GSE244881_top_state,sc_GSE244881_max_expr,sc_GSE271634_top_state,sc_GSE271634_max_expr,sc_GSE288529_top_state,sc_GSE288529_max_expr,sc_consensus_state,sc_n_datasets_agree,sc_n_datasets_detected,sc_expr_max,pert_Dnmt1cKO_log2FC,pert_Dnmt1cKO_FDR,pert_Idh1mut_log2FC,pert_Idh1mut_FDR,pert_Adamts17KO_log2FC,pert_Adamts17KO_FDR,pert_STAT3KD_log2FC,pert_STAT3KD_FDR,pert_n_significant,gp_specificity_score,human_ensembl,sc_crispr,sc_fastgrowth,sc_height,sc_human_zonal,sc_gp_specificity,sc_perturbation,screen_effect,inhibitor_effect_on_maturation,desired_intervention_direction,plate_exhaustion_risk,ensembl,ot_symbol,biotype,target_classes,tractability_buckets,has_smallmolecule_tractability,has_antibody_tractability,ot_is_essential,depmap_n_screens,depmap_mean_gene_effect,depmap_frac_essential,n_safety_liabilities,safety_events,n_mouse_phenotypes,mouse_skeletal_phenotypes,chembl_target_ids,n_compounds_chembl,n_compounds_dgidb,n_approved_compounds,pubmed_total,pubmed_growthplate,obscurity_ratio,n_cancer_hallmarks,hallmark_labels,is_tumour_suppressor,is_oncogene,_annotated,TRACTABLE,tractable_class,sc_tractability,n_compounds,n_direction_matched,has_direction_matched_compound,n_direct_compounds,n_approved,best_pchembl,any_oral,any_black_box,any_withdrawn,strongest_compound,COMPOUND_MAPPED,sc_compound,sc_exposure,pen_essentiality,pen_safety,plate_disorganising_phenotype,pen_development,pen_plate_exhaustion,BLACKLIST,blacklist_reasons,SORT_MARKER_ARTIFACT,EXCLUDED_OBVIOUS,score_positive,score_penalty,total_score,novelty_growthplate_papers
Wbp1l,A_secondary_validated,True,True,0.04820082,0.4244911945,-0.086288223,-0.220815534,0.4244911945,0.75,0.4959715858694405,False,False,KO_blocks_maturation,-1.0,WBP1L,True,ortholog_one2one,0.0798862036832019,-0.1447947633468072,0.6387761458137435,0.4142739500945509,-1.647256540845543,hypertrophic,False,False,0.1275229135252884,hypertrophic,0.3732104789226511,perichondrium,0.1858107637529453,True,False,5.0,2.0,243.04575749056067,True,-0.1236752113692372,0.1970443817522114,0.4621769370044157,5.91900005359786e-05,0.3030904672969074,0.0002110862385398,prehypertrophic,3.847932617124044,hypertrophic,4.484685175164579,hypertrophic,2.514148559848992,hypertrophic,4.169058494845694,resting,4.167877219596375,hypertrophic,4.478706149947015,hypertrophic,4.0,6.0,4.484685175164579,-0.0706776678012171,0.9628063991403012,-0.0130102116977827,0.9995736419097077,-0.7471525272730508,1.0,-0.2802164877674649,0.87984546525338,0,-0.3152461962872614,ENSG00000166272,1.0133624681889837,0.002616188484865795,0.5439177146844647,0.015045667693274237,0.380930360377849,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000166272,WBP1L,protein_coding,,AB:UniProt SigP or TMHMM; PR:Database Ubiquitination,False,True,False,1258.0,-0.1944,0.034,0.0,,12.0,,,0.0,0.0,0.0,19.0,1.0,0.0526315789473684,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.2812561190673035,0.0,3.2812561190673035,1.0
Gramd1a,A_secondary_validated,True,True,0.06878780425,1.56406914375,-0.182909378,-0.164674327,1.56406914375,1.0,0.1581085626720522,False,False,KO_blocks_maturation,-1.0,GRAMD1A,True,ortholog_one2one,0.7818243115160337,0.0585370501319975,0.0658823398963647,0.3925718627289106,0.2050462854742694,shared,True,False,0.7197137331401207,resting,0.3369219882411016,proliferative,0.034822878911374,True,False,1.0,1.0,15.69897000433602,True,-0.0477537852089149,0.7088579963206809,0.7172240635883149,1.163861532184445e-05,0.1033922809036027,0.0860746700693586,proliferative,5.7967011883022135,proliferative,5.312344353735512,proliferative,4.8767714915427005,prehypertrophic,4.419882875816691,proliferative,5.238162736990759,prehypertrophic,5.134194952334585,proliferative,4.0,6.0,5.7967011883022135,-0.9679111422639634,0.0008178242053623,-0.0256268644645895,0.9995736419097077,0.5004708308300518,1.0,-0.0782114127360911,0.9304134115458844,1,-0.5404170514565829,ENSG00000089351,1.049235000512432,0.09641744884797336,0.11251114185038211,0.002817591964967371,0.3637818896345901,0.5,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000089351,GRAMD1A,protein_coding,Unclassified protein,AB:UniProt loc high conf; AB:GO CC high conf; AB:UniProt SigP or TMHMM; AB:Human Protein Atlas loc; PR:Database Ubiquitination; PR:Half-life Data,False,True,False,1258.0,-0.0243,0.001,0.0,,0.0,,CHEMBL5725017,0.0,0.0,0.0,26.0,0.0,0.0,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.2781759486327893,0.0,3.2781759486327893,0.0
Vti1a,A_secondary_validated,True,True,-0.1103128565,0.19671886525,-0.079802649,-0.047176956,0.19671886525,0.5,0.8891650553638498,False,False,KO_blocks_maturation,-1.0,VTI1A,True,ortholog_one2one,0.14875878904542,-0.016983710702886,0.4822914513783903,0.7370737576188087,-1.285684925477346,hypertrophic,True,False,0.2585587330763337,hypertrophic,0.3392065220785412,resting,0.1910616719414939,True,False,5.0,4.0,48.69897000433602,True,-0.0352902070387273,0.8220229567385879,-0.0930790374446415,0.2918247870626048,0.0801131400022438,0.0162811663423914,prehypertrophic,3.119540694503406,hypertrophic,3.831316686313776,proliferative,3.1421900833173075,hypertrophic,3.29413706070268,prehypertrophic,6.647062844166322,hypertrophic,5.421392555861047,hypertrophic,3.0,6.0,6.647062844166322,0.3500743937726692,0.8281708591393642,-0.0203197540605118,0.9995736419097077,1.2699976595743276,1.0,0.02694560962055,0.9775327071360024,0,-0.3454034247366849,ENSG00000151532,1.0061924713943062,0.07487169264503482,0.3009842339972174,0.015470923686755645,0.2953003250607095,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000151532,VTI1A,protein_coding,,AB:UniProt SigP or TMHMM; PR:Database Ubiquitination; PR:Half-life Data,False,True,False,1258.0,-0.0389,0.002,0.0,,13.0,limb grasping,,0.0,1.0,1.0,92.0,0.0,0.0,0.0,,False,False,True,True,antibody-accessible,0.5,1,0,False,0,1,,False,False,False,VINCRISTINE,True,0.0,0.3,0.0,0.0,False,0.0,0.0,False,,False,False,3.2566610216293936,0.0,3.2566610216293936,0.0
Afdn,A_secondary_validated,True,True,0.669384175,1.200585252,0.056478983,0.189019654,1.200585252,1.0,0.3377686684652929,True,True,KO_promotes_maturation,1.0,AFDN,True,ortholog_one2one,,,,,,,,,,,,,,False,False,1.0,1.0,44.30102999566398,True,0.0911575694012745,0.3740747779973418,-0.493556017407518,5.940424129462715e-05,,,,,proliferative,5.249529122737657,hypertrophic,4.708321302897259,,,proliferative,5.756868176055737,proliferative,4.867474081038964,proliferative,3.0,4.0,5.756868176055737,0.3430497719559355,0.6441743085339882,,,,,-0.0335726821328554,0.9742087024368394,0,0.0,ENSG00000130396,1.337792968254405,0.0,0.1482637162993488,0.0,0.3216054191159079,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000130396,AFDN,protein_coding,,SM:Structure with Ligand; AB:GO CC high conf; AB:Human Protein Atlas loc; PR:Database Ubiquitination,True,True,False,1258.0,-0.0747,0.024,0.0,,20.0,,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,False,False,True,True,small-molecule pocket,1.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.051481244841016,0.8,3.251481244841016,0.0
Mtmr3,A_secondary_validated,True,True,-0.8124706635,0.4966295125,-0.292319287,-0.277574112,0.8124706635,0.75,0.7608384388644405,False,False,KO_blocks_maturation,-1.0,MTMR3,True,ortholog_one2one,0.4169818261291258,0.5773995404039871,0.0231208487738522,0.117879253171078,0.13095613404864,shared,True,False,0.834209937802888,resting,0.064675767624946,prehypertrophic,0.3735126077959982,True,False,4.0,4.0,98.22184874961636,True,0.0740846267005208,0.2697235694225569,-0.5289097146836257,0.0001223462031914,-0.0207588183205062,0.759888360370916,resting,4.911762557525308,hypertrophic,5.590041742660617,hypertrophic,4.351007171932331,hypertrophic,4.650790862026012,prehypertrophic,7.525409150628509,hypertrophic,6.074219303305652,hypertrophic,4.0,6.0,7.525409150628509,-0.1812497212792765,0.8696607377403088,0.0041620647247271,0.9995736419097077,1.2379783882237485,1.0,-0.0504123276224808,0.9512601888366076,0,-0.4162668091428545,ENSG00000100330,1.0255755915226676,0.09168024902166651,0.3384552416283333,0.030247101673951816,0.37323687348001067,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000100330,MTMR3,protein_coding,,AB:UniProt loc high conf; PR:Database Ubiquitination; PR:Half-life Data,False,True,False,1258.0,-0.0974,0.012,0.0,,8.0,,,0.0,0.0,0.0,65.0,0.0,0.0,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.2363828054928385,0.0,3.2363828054928385,0.0
Vps37c,A_secondary_validated,True,True,-0.119649552,0.82759910925,-0.119806909,-0.217074524,0.82759910925,0.75,0.3591500729411798,False,False,KO_blocks_maturation,-1.0,VPS37C,True,ortholog_one2one,0.3956012941411941,0.1210485750631535,0.2152136291746801,0.7723545968875458,-0.4728452300517425,shared,True,False,0.5117920979194144,resting,0.2392845257983626,perichondrium,0.7669198346741286,True,False,2.0,1.0,24.22184874961636,True,-0.0059160648915792,0.9752556378157824,-0.2099650595801012,0.1131733024504382,0.0111517432519004,0.8953058342065163,prehypertrophic,2.845779321138981,resting,2.9544713853392737,resting,2.9342076071808814,hypertrophic,1.7255990575461224,prehypertrophic,4.309652814889489,resting,3.371116362032236,resting,3.0,6.0,4.309652814889489,-0.2966189101046493,0.7987714938929388,-0.0154354610172799,0.9995736419097077,0.814894826508621,1.0,0.0033596160503619,0.9972626416118596,0,0.2566646073453877,ENSG00000167987,1.0260518166545487,0.08463782203004486,0.1775004032496445,0.062108024604136995,0.3411523782753546,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000167987,VPS37C,protein_coding,,AB:UniProt loc high conf; PR:Database Ubiquitination; PR:Half-life Data,False,True,False,1258.0,-0.2807,0.083,0.0,,0.0,,,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.1013501002424513,0.0,3.1013501002424513,0.0
Wdpcp,A_secondary_validated,True,True,0.37521279525,3.120243119,0.27616891,0.533928681,3.120243119,1.0,0.061744938832564,True,True,KO_promotes_maturation,1.0,WDPCP,True,ortholog_one2one,-0.2602375439453888,-0.3770682141260857,0.4438613440656256,0.5230815445165706,0.2071080653822212,shared,False,False,-0.249859112349652,resting,0.2508559474668264,perichondrium,0.9192228102401304,True,False,1.0,1.0,13.397940008672036,True,-0.1604469709930489,0.3571119874622845,0.1374989413554144,0.427943964641325,0.1643864667550731,0.0178928620282918,proliferative,2.2117225808081686,proliferative,1.635534183651654,proliferative,1.9042692699926431,prehypertrophic,2.0312590644356603,proliferative,4.64301630206067,proliferative,4.771464226417312,proliferative,5.0,6.0,4.771464226417312,-0.4848851155747453,0.8971580430179182,-0.2398818827585971,0.9995736419097077,-0.8372261132423511,1.0,0.0716352166863774,0.9453986306281136,0,0.4568313351594848,ENSG00000143951,1.398221470691856,0.0,0.10963485439926057,0.07444260575825867,0.5230632614864437,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000143951,WDPCP,protein_coding,,AB:UniProt loc med conf; AB:GO CC med conf; PR:Database Ubiquitination,False,True,False,1258.0,-0.109,0.004,0.0,,25.0,,,0.0,0.0,0.0,38.0,1.0,0.0263157894736842,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,3.8621555186988825,0.8,3.0621555186988827,1.0
Tjap1,A_secondary_validated,True,True,0.09251927975,1.384432772,-0.096185815,-0.058206951,1.384432772,0.75,0.2769228123621812,False,False,KO_blocks_maturation,-1.0,TJAP1,True,ortholog_one2one,0.7072857967093631,0.5811506232812098,0.0241485261146738,0.0724400059975167,-0.4105376099407429,shared,True,True,1.024800965462495,proliferative,0.2653587552202996,resting,0.0359481411232263,True,False,,,,False,-0.0893013869407015,0.4432049841623005,0.0570223134326415,0.3559056614847194,-0.170017016187117,0.0200645846101016,proliferative,4.6452947207853335,resting,4.576820789540775,hypertrophic,4.426670538990798,prehypertrophic,4.152224993293776,prehypertrophic,5.027935534327575,hypertrophic,4.68855730752552,hypertrophic,2.0,6.0,5.027935534327575,-0.395945091637372,0.5637425818303232,-0.0005406671174454,0.9996216737256038,-1.2696082103401063,1.0,-0.1815176467161281,0.87984546525338,0,-0.616117158020174,ENSG00000137221,1.04358026530427,0.2892557937328641,0.0,0.0029087237240165817,0.19135008492778427,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000137221,TJAP1,protein_coding,,AB:UniProt loc high conf; AB:UniProt loc med conf; AB:GO CC med conf; PR:Database Ubiquitination; PR:Half-life Data,False,True,False,1258.0,-0.1295,0.005,0.0,,0.0,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.031823371262845,0.0,3.031823371262845,0.0
Atp2b1,A_secondary_validated,True,True,-1.17272582125,0.58235231425,-0.735603281,-0.354958307,1.17272582125,0.75,0.5934829346516334,False,False,KO_blocks_maturation,-1.0,ATP2B1,True,ortholog_one2one,-0.0738584624749796,0.3083552882557008,0.1806279979353546,0.4451731545177952,0.0727267806306013,shared,True,False,0.3343328606835474,resting,0.4224228301164636,prehypertrophic,0.1755914980055184,True,False,1.0,1.0,7.698970004336019,True,0.1168816984750238,0.2026794508445213,0.0571592076174471,0.4338319193426105,-0.0117504492222085,0.8368097794834007,proliferative,7.912207784476866,hypertrophic,9.708981384287004,proliferative,8.509065587243578,hypertrophic,9.204470056936422,proliferative,9.267001809940622,prehypertrophic,9.458071259091437,proliferative,3.0,6.0,9.708981384287004,0.429883824757492,0.2118944835527645,-0.0609092017728553,0.9995736419097077,-0.6738622064482129,1.0,-0.0155036204803868,0.987354842404084,0,-0.2748298324417986,ENSG00000070961,1.0369159871485931,0.07428543498104137,0.10251114200147422,0.01421803867139378,0.30067504010456136,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000070961,ATP2B1,protein_coding,,AB:UniProt loc high conf; AB:GO CC high conf; AB:UniProt loc med conf; AB:UniProt SigP or TMHMM; AB:Human Protein Atlas loc; PR:Database Ubiquitination; PR:Half-life Data,False,True,False,1258.0,-0.2068,0.13,0.0,,51.0,hindlimb paralysis; limb grasping,,0.0,1.0,0.0,197.0,0.0,0.0,0.0,,False,False,True,True,antibody-accessible,0.5,1,0,False,0,0,,False,False,False,ANTIHYPERTENSIVE AGENT,True,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,2.982040785900171,0.0,2.982040785900171,0.0
Kif3b,A_secondary_validated,True,True,0.67881030575,2.20421826425,0.239131858,0.519074974,2.20421826425,1.0,0.173705350060228,True,True,KO_promotes_maturation,1.0,KIF3B,True,ortholog_one2one,0.3696848750675219,0.177367744096597,0.051093637026323,0.52002582746576,-0.1637256090583161,shared,False,False,0.5330847828252869,hypertrophic,0.0186880709504979,proliferative,0.1433250903026,True,False,,,,False,-0.0809848006730016,0.3962273676202312,-0.0807337742161049,0.3005886419498985,-0.0861032956254398,0.0460249504076445,prehypertrophic,3.168569120127212,hypertrophic,3.94830970955793,proliferative,1.9257573781319264,hypertrophic,4.117691951871095,prehypertrophic,4.018749056784995,hypertrophic,3.597416402218141,hypertrophic,3.0,6.0,4.117691951871095,0.2017076002359344,0.9039468939028342,0.0016679555488583,0.9995736419097077,-0.0302355482492032,1.0,-0.3762133439836788,0.8548433320125904,0,-0.7494932033618591,ENSG00000101350,1.3693861187681655,0.014571794733841048,0.0,0.011604874858378515,0.2645258194472145,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000101350,KIF3B,protein_coding,Other cytosolic protein,SM:Structure with Ligand; SM:Med-Quality Pocket; PR:Database Ubiquitination; PR:Half-life Data,True,False,False,1258.0,-0.0082,0.003,0.0,,33.0,abnormal bone structure; increased bone mineral content,CHEMBL6109,0.0,0.0,0.0,128.0,0.0,0.0,0.0,,False,False,True,True,small-molecule pocket,0.8,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,3.7742485877146468,0.8,2.974248587714647,0.0
