mouse_gene,crispr_tier,CRISPR_CAUSAL,crispr_in_secondary_library,crispr_lfc_primary_D4,crispr_lfc_primary_D15,crispr_lfc_secondary_D4,crispr_lfc_secondary_D15,crispr_max_abs_lfc,crispr_guide_consistency_D15,crispr_guide_FDR_D15,crispr_d4_concordant,crispr_cross_library_agree,crispr_effect_class,crispr_direction,human_gene,ortholog_one2one,ortholog_type,fg_young_tibia_lfc,fg_tibia_vs_phalanx_lfc,fg_young_tibia_FDR,fg_tibia_vs_phalanx_FDR,fg_PZ_vs_HZ_lfc,fg_zone_bias,fg_rat_concordant,FAST_GROWTH,fg_score,mouse_zone_top,mouse_zone_specificity,human_zone_top,human_zone_specificity,human_zonal_detected,human_mouse_zone_concordant,height_n_loci,height_n_studies,height_neglog10p,HEIGHT_GWAS,cd200_D4_log2FC,cd200_D4_FDR,cd200_D15_log2FC,cd200_D15_FDR,maturation_slope,maturation_slope_FDR,sc_GSE125464_top_state,sc_GSE125464_max_expr,sc_GSE201605_top_state,sc_GSE201605_max_expr,sc_GSE231795_top_state,sc_GSE231795_max_expr,sc_GSE244881_top_state,sc_GSE244881_max_expr,sc_GSE271634_top_state,sc_GSE271634_max_expr,sc_GSE288529_top_state,sc_GSE288529_max_expr,sc_GSE76157_top_state,sc_GSE76157_max_expr,sc_consensus_state,sc_n_datasets_agree,sc_n_datasets_detected,sc_expr_max,pert_Dnmt1cKO_log2FC,pert_Dnmt1cKO_FDR,pert_Idh1mut_log2FC,pert_Idh1mut_FDR,pert_Adamts17KO_log2FC,pert_Adamts17KO_FDR,pert_STAT3KD_log2FC,pert_STAT3KD_FDR,pert_n_significant,gp_specificity_score,human_ensembl,sc_crispr,sc_fastgrowth,sc_height,sc_human_zonal,sc_gp_specificity,sc_perturbation,screen_effect,inhibitor_effect_on_maturation,desired_intervention_direction,plate_exhaustion_risk,ensembl,ot_symbol,biotype,target_classes,tractability_buckets,has_smallmolecule_tractability,has_antibody_tractability,ot_is_essential,depmap_n_screens,depmap_mean_gene_effect,depmap_frac_essential,n_safety_liabilities,safety_events,n_mouse_phenotypes,mouse_skeletal_phenotypes,chembl_target_ids,n_compounds_chembl,n_compounds_dgidb,n_approved_compounds,pubmed_total,pubmed_growthplate,obscurity_ratio,n_cancer_hallmarks,hallmark_labels,is_tumour_suppressor,is_oncogene,_annotated,TRACTABLE,tractable_class,sc_tractability,n_compounds,n_direction_matched,has_direction_matched_compound,n_direct_compounds,n_approved,best_pchembl,any_oral,any_black_box,any_withdrawn,strongest_compound,COMPOUND_MAPPED,sc_compound,sc_exposure,pen_essentiality,pen_safety,plate_disorganising_phenotype,pen_development,pen_plate_exhaustion,BLACKLIST,blacklist_reasons,SORT_MARKER_ARTIFACT,EXCLUDED_OBVIOUS,score_positive,score_penalty,total_score,novelty_growthplate_papers
Themis2,,False,False,0.15345,1.2193,,,1.2193,0.75,0.47081,False,False,KO_promotes_maturation,1.0,THEMIS2,True,ortholog_one2one,-1.79525,-0.28781,0.06566,0.73045,-3.1066,hypertrophic,True,False,-1.18387,proliferative,0.12201,resting,0.20138,True,False,,,,False,,,,,,,,,,,resting,0.00307,resting,0.0,proliferative,0.10152,prehypertrophic,0.92386,,,resting,2.0,4.0,0.92386,1.66399,,0.32654,0.8397,,,1.14693,0.3512,0,-0.56665,ENSG00000130775,0.03838,0.07,0.0,0.01631,0.19512,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.3159,1.2,-0.8841,
Ttc9,,False,False,0.0717,0.08038,,,0.08038,0.5,0.96912,False,False,KO_promotes_maturation,1.0,TTC9,True,ortholog_one2one,0.23169,-0.33865,0.77378,0.67141,-2.79229,hypertrophic,False,False,0.09478,hypertrophic,0.0314,perichondrium,0.24811,True,False,,,,False,0.24789,0.46069,-2.02238,1e-05,,,proliferative,0.50092,prehypertrophic,0.27509,resting,0.38104,resting,2.47007,resting,1.05406,resting,1.51843,,,resting,4.0,6.0,2.47007,0.19889,0.95798,-0.1446,0.99957,-0.05771,1.0,-0.01615,0.98958,0,-0.60666,ENSG00000133985,0.00253,0.00759,0.0,0.02009,0.35874,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31571,1.2,-0.88429,
Cdkl4,,False,False,0.07236,0.89518,,,0.89518,1.0,0.25675,False,False,KO_promotes_maturation,1.0,CDKL4,True,ortholog_one2one,0.33636,-0.17144,0.13717,0.68066,2.37694,proliferative,False,False,0.27564,hypertrophic,0.27713,,,False,False,,,,False,,,,,,,resting,0.29826,prehypertrophic,0.24601,resting,0.11187,resting,0.39303,prehypertrophic,1.55156,hypertrophic,1.35684,,,resting,3.0,6.0,1.55156,,,-0.14847,,,,-0.09709,0.9063,0,-0.15101,ENSG00000205111,0.02818,0.01102,0.0,0.0,0.31011,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31546,1.2,-0.88454,
Spata45,,False,False,-0.41095,0.98618,,,0.98618,1.0,0.4329,False,False,KO_promotes_maturation,1.0,SPATA45,True,ortholog_one2one,0.3747,-0.98326,0.38734,0.22714,2.08839,proliferative,False,False,-0.24844,,,prehypertrophic,0.10004,True,False,,,,False,,,,,,,resting,0.02812,,,proliferative,0.15451,resting,0.39303,resting,0.02083,proliferative,0.30443,,,resting,3.0,5.0,0.39303,,,0.53235,,,,,,0,-0.37344,ENSG00000185523,0.03104,0.01227,0.0,0.0081,0.29317,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31537,1.2,-0.88463,
Prmt9,,False,False,-0.054,1.16276,,,1.16276,1.0,0.19817,False,False,KO_promotes_maturation,1.0,PRMT9,True,ortholog_one2one,,,,,,,,,,,,perichondrium,0.58458,True,False,,,,False,0.26898,0.14919,0.39665,0.01616,0.0485,0.2278,,,resting,3.34701,resting,2.76856,,,prehypertrophic,4.25598,hypertrophic,2.74817,,,resting,2.0,4.0,4.25598,0.48183,0.74283,,,,,-0.13859,0.90331,0,0.22372,ENSG00000164169,0.0366,0.0,0.0,0.04734,0.25531,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31533,1.2,-0.88467,
Olfr1356,,False,False,0.04632,0.94861,,,0.94861,1.0,0.18489,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,resting,0.41933,,,,,,,,,,,resting,1.0,1.0,0.41933,,,,,,,,,0,0.0,,0.02986,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31485,1.2,-0.88515,
Inpp5j,,False,False,0.05508,0.43869,,,0.43869,0.75,0.51923,False,False,KO_promotes_maturation,1.0,INPP5J,True,ortholog_one2one,-0.73961,0.68224,0.61426,0.27011,-2.00823,hypertrophic,False,False,0.15588,hypertrophic,0.25627,resting,0.43784,True,False,,,,False,,,,,,,,,,,resting,0.01144,resting,0.0,resting,0.08159,hypertrophic,0.29636,,,resting,3.0,4.0,0.29636,,,0.19304,,,,-0.14498,0.93739,0,-0.1306,ENSG00000185133,0.01381,0.00948,0.0,0.03546,0.31166,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31479,1.2,-0.88521,
Shisa9,,False,False,-0.06512,1.01758,,,1.01758,1.0,0.30569,False,False,KO_promotes_maturation,1.0,SHISA9,True,ortholog_one2one,-0.12964,0.05709,0.52803,0.99898,-0.53258,hypertrophic,False,False,0.1283,proliferative,0.69779,prehypertrophic,0.03092,True,False,,,,False,,,,,,,prehypertrophic,0.37899,resting,0.22374,resting,0.28912,,,prehypertrophic,3.47762,resting,0.4009,,,resting,3.0,5.0,3.47762,,,-0.17262,0.99957,0.07315,1.0,-0.10677,0.95877,0,-0.15651,ENSG00000237515,0.03203,0.00079,0.0,0.0025,0.30969,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31461,1.2,-0.88539,
Nat8f3,,False,False,-0.04219,1.15092,,,1.15092,0.75,0.1905,False,False,KO_promotes_maturation,1.0,NAT8,False,ortholog_one2many,,,,,,,,,,,,resting,0.10726,True,False,,,,False,,,,,0.16358,0.03971,,,prehypertrophic,0.04309,resting,0.01329,,,resting,0.02083,resting,0.11114,,,resting,3.0,4.0,0.11114,-0.50708,,,,,,-0.40137,0.87985,0,-0.36455,ENSG00000144035,0.03623,0.0,0.0,0.00868,0.29384,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31448,1.2,-0.88552,
Akr1cl,,False,False,0.15777,0.00134,,,0.15777,0.5,1.0,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,resting,0.15373,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.00526,,,resting,0.0,hypertrophic,0.04975,,,resting,2.0,3.0,0.04975,,,-1.68136,,,,,,0,-0.28393,,0.00497,0.0,0.16397,0.0,0.21665,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31443,1.2,-0.88557,
Speer4c,,False,False,-0.51323,0.93921,,,0.93921,0.8,0.09863,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.02026,,,,,,,,,resting,1.0,1.0,0.02026,,,,,,,,,0,0.0,,0.02957,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31426,1.2,-0.88574,
Ppp1r26,,False,False,0.15392,1.13665,,,1.13665,0.75,0.37468,False,False,KO_promotes_maturation,1.0,PPP1R26,True,ortholog_one2one,0.50675,-0.15227,0.64278,0.31482,1.54917,proliferative,False,False,0.39899,resting,0.15478,prehypertrophic,0.11574,True,False,,,,False,-0.23295,0.10903,-0.3248,0.08446,0.2167,0.06058,proliferative,2.21172,resting,2.72969,resting,0.95478,resting,1.60193,prehypertrophic,2.13088,hypertrophic,1.08589,,,resting,3.0,6.0,2.72969,-0.06,0.98566,-0.02863,0.99957,,,0.18604,0.87985,0,-0.6369,ENSG00000196422,0.03578,0.0166,0.0,0.00937,0.2731,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31413,1.2,-0.88587,
Scnn1g,,False,False,-0.06999,1.71567,,,1.71567,1.0,0.11667,False,False,KO_promotes_maturation,1.0,SCNN1G,True,ortholog_one2one,-1.79207,0.17211,0.00137,0.68144,-0.34423,shared,True,False,-0.87082,proliferative,0.00455,resting,0.00306,True,False,,,,False,,,,,,,,,,,resting,0.06552,,,,,resting,0.25639,,,resting,2.0,2.0,0.25639,,,1.12603,,-0.22193,1.0,,,0,-0.93759,ENSG00000166828,0.05401,0.07239,0.0,0.00025,0.16687,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.3141,1.2,-0.8859,
Amigo1,,False,False,0.16743,0.19218,,,0.19218,0.5,0.86588,False,False,KO_promotes_maturation,1.0,AMIGO1,True,ortholog_one2one,-0.9299,-0.24199,0.36206,0.38501,-1.53445,hypertrophic,True,False,-0.59233,hypertrophic,0.34415,resting,0.0681,True,False,,,,False,-0.22504,0.25751,0.02308,0.91784,0.01139,0.9093,proliferative,0.9516,resting,0.77295,resting,0.2741,resting,0.7016,proliferative,0.52349,hypertrophic,0.57645,,,resting,3.0,6.0,0.9516,-0.45733,0.90805,0.02116,0.99957,,,0.60248,0.84041,0,-0.49162,ENSG00000181754,0.00605,0.07,0.0,0.00551,0.28417,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31384,1.2,-0.88616,
Napb,,False,False,0.03201,1.17004,,,1.17004,0.75,0.26562,False,False,KO_promotes_maturation,1.0,NAPB,True,ortholog_one2one,-0.64432,-0.68663,0.2269,0.58357,0.66057,proliferative,False,False,-0.70798,resting,0.24321,hypertrophic,0.17504,True,False,,,,False,-0.29257,0.23018,-0.00654,0.96771,0.07626,0.56395,resting,2.00191,resting,3.83179,hypertrophic,3.19279,hypertrophic,2.19081,prehypertrophic,2.04908,resting,2.50567,prehypertrophic,4.87339,resting,3.0,7.0,4.87339,-0.48206,0.83023,0.08105,0.99957,1.34031,1.0,0.20678,0.88282,0,-0.46856,ENSG00000125814,0.03683,0.0,0.0,0.01417,0.28592,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31374,1.2,-0.88626,
Orc4,,False,False,-0.50397,0.93386,,,0.93386,1.0,0.27374,False,False,KO_promotes_maturation,1.0,ORC4,True,ortholog_one2one,-0.29284,-0.33113,0.45226,0.59627,0.41221,shared,False,False,-0.23992,hypertrophic,0.01096,proliferative,0.39004,True,False,,,,False,-0.13652,0.08459,0.39504,0.01496,-0.32547,0.01396,proliferative,4.59662,resting,4.79454,hypertrophic,5.02796,resting,4.66823,prehypertrophic,5.52054,resting,4.75449,proliferative,6.21598,resting,3.0,7.0,6.21598,-0.09885,0.95274,0.02493,0.99957,-0.41182,1.0,-0.05057,0.95586,0,-0.45376,ENSG00000115947,0.0294,0.0,0.0,0.03159,0.28705,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.3137,1.2,-0.8863,
Gpr101,,False,False,-0.07152,0.85966,,,0.85966,0.5,0.58383,False,False,KO_promotes_maturation,1.0,GPR101,True,ortholog_one2one,,,,,,,,,,resting,1.34755,hypertrophic,0.27197,True,False,,,,False,,,,,,,resting,0.04657,,,resting,0.08113,,,prehypertrophic,0.31199,,,,,resting,2.0,3.0,0.31199,,,,,,,,,0,0.84049,ENSG00000165370,0.02706,0.0,0.0,0.02202,0.30228,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31357,1.2,-0.88643,
Odaph,,False,False,0.01141,0.892,,,0.892,1.0,0.1087,False,False,KO_promotes_maturation,1.0,ODAPH,True,ortholog_one2one,,,,,,,,,,,,,,False,False,,,,False,,,,,,,,,prehypertrophic,0.08765,resting,0.8342,,,resting,0.13989,resting,3.06679,,,resting,3.0,4.0,3.06679,-0.50708,,,,,,,,0,0.0,ENSG00000174792,0.02808,0.0,0.0,0.0,0.32161,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31344,1.2,-0.88656,
Trpv6,,False,False,0.06913,0.06076,,,0.06913,0.25,0.97111,False,False,KO_promotes_maturation,1.0,TRPV6,True,ortholog_one2one,0.55947,-0.81434,0.2652,0.51057,1.56911,proliferative,True,False,-0.01453,proliferative,0.87632,prehypertrophic,0.21369,True,False,,,,False,,,,,,,,,,,resting,0.01383,,,,,resting,0.06455,,,resting,2.0,2.0,0.06455,-0.50708,,-0.51274,,,,,,0,0.26105,ENSG00000165125,0.00218,0.08832,0.0,0.0173,0.25815,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31304,1.2,-0.88696,
Cd209d,,False,False,-0.22632,1.44521,,,1.44521,1.0,0.25755,False,False,KO_promotes_maturation,1.0,CD209,False,ortholog_one2many,-0.42737,0.0,0.52888,1.0,0.0,shared,False,False,-0.10317,proliferative,0.88364,resting,0.69892,True,False,,,,False,,,,,,,,,,,,,,,resting,0.0,,,,,resting,1.0,1.0,0.0,,,,,-3.00547,1.0,,,0,0.86695,ENSG00000090659,0.04549,0.0,0.0,0.0566,0.22096,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31304,1.2,-0.88696,
Ccer2,,False,False,-0.28199,0.88539,,,0.88539,1.0,0.2511,False,False,KO_promotes_maturation,1.0,CCER2,True,ortholog_one2one,,,,,,,,,,,,,,False,False,,,,False,,,,,,,,,resting,0.02635,resting,0.41971,,,resting,0.08159,prehypertrophic,0.03758,,,resting,3.0,4.0,0.41971,,,,,,,-0.18683,0.87989,0,0.0,ENSG00000262484,0.02787,0.0,0.0,0.0,0.32161,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31303,1.2,-0.88697,
Alkal2,,False,False,-0.07137,0.61836,,,0.61836,0.75,0.45878,False,False,KO_promotes_maturation,1.0,ALKAL2,True,ortholog_one2one,,,,,,,,,,,,,,False,False,1.0,1.0,9.1549,True,,,,,,,,,resting,0.39212,resting,0.69612,,,prehypertrophic,0.56836,hypertrophic,0.9085,,,resting,2.0,4.0,0.9085,1.66594,,,,,,-0.8437,0.86397,0,0.0,ENSG00000189292,0.01947,0.0,0.10433,0.0,0.23827,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31301,1.2,-0.88699,
Serpina3f,,False,False,-0.03055,0.37247,,,0.37247,0.5,0.83471,False,False,KO_promotes_maturation,1.0,SERPINA3,False,ortholog_one2many,-1.65789,-0.73351,0.15022,0.75818,-0.73453,hypertrophic,False,False,-1.39625,,,proliferative,0.44148,True,False,,,,False,,,,,,,resting,1.89652,resting,0.0319,resting,0.2217,prehypertrophic,0.18173,proliferative,0.10152,hypertrophic,0.21148,,,resting,3.0,6.0,1.89652,0.9604,,-0.29815,,,,-2.12754,0.13672,0,0.04736,ENSG00000196136,0.01173,0.0,0.0,0.03575,0.32521,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31222,1.2,-0.88778,
Bicdl1,,False,False,-0.2039,0.57321,,,0.57321,0.75,0.43362,False,False,KO_promotes_maturation,1.0,BICDL1,True,ortholog_one2one,,,,,,,,,,,,,,False,False,1.0,1.0,11.0,True,-0.55366,0.0639,-0.29575,0.26548,,,,,resting,1.36063,resting,0.79695,,,prehypertrophic,1.8701,hypertrophic,1.12122,,,resting,2.0,4.0,1.8701,0.47113,0.91005,,,,,0.02023,0.98874,0,0.0,ENSG00000135127,0.01804,0.0,0.10664,0.0,0.23827,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31202,1.2,-0.88798,
Cd19,,False,False,-0.06482,0.52247,,,0.52247,0.75,0.39892,False,False,KO_promotes_maturation,1.0,CD19,True,ortholog_one2one,-2.74888,2.17349,0.00376,0.177,-2.55173,hypertrophic,True,False,-0.13737,proliferative,0.51213,hypertrophic,0.08776,True,False,,,,False,,,,,,,,,,,resting,0.00674,prehypertrophic,0.09373,,,resting,0.03264,,,resting,2.0,3.0,0.09373,,,1.47368,,,,-0.36189,0.87985,0,-0.28645,ENSG00000177455,0.01645,0.10021,0.0,0.0071,0.21646,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31195,1.2,-0.88805,
Dnttip2,,False,False,-0.16903,1.53313,,,1.53313,1.0,0.33695,False,False,KO_promotes_maturation,1.0,DNTTIP2,True,ortholog_one2one,-0.42869,-0.22731,0.31313,0.40148,-0.10878,shared,False,False,-0.25772,proliferative,0.19828,prehypertrophic,0.01522,True,False,,,,False,0.00652,0.95837,0.00369,0.96972,-0.16199,0.00336,resting,5.87878,resting,6.32503,resting,5.51349,hypertrophic,6.00299,prehypertrophic,6.48154,proliferative,5.60208,proliferative,8.31324,resting,3.0,7.0,8.31324,0.33266,0.46524,-0.06104,0.99957,-0.22896,1.0,0.08664,0.90858,0,-0.71391,ENSG00000067334,0.04826,0.0,0.0,0.00123,0.26724,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31129,1.2,-0.88871,
Vmn1r179,,False,False,-0.08451,0.88963,,,0.88963,0.83333,0.20332,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,,,,,,,resting,0.12634,,,resting,1.0,1.0,0.12634,,,,,,,,,0,0.0,,0.028,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31114,1.2,-0.88886,
Gipc3,,False,False,-0.13059,0.43785,,,0.43785,0.75,0.7665,False,False,KO_promotes_maturation,1.0,GIPC3,True,ortholog_one2one,,,,,,,,,,resting,0.26624,perichondrium,0.95176,True,False,,,,False,,,,,,,,,,,,,,,resting,0.02083,resting,0.04868,,,resting,2.0,2.0,0.04868,0.21426,,-0.28649,0.99957,,,-0.25521,0.87985,0,0.51349,ENSG00000179855,0.01378,0.0,0.0,0.07708,0.27738,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31113,1.2,-0.88887,
H2-M9,,False,False,-0.08117,1.14698,,,1.14698,1.0,0.30168,False,False,KO_promotes_maturation,1.0,,False,,-0.08863,-0.26314,0.56,0.59015,0.0,shared,False,False,-0.06166,hypertrophic,0.16474,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,,,,,,,resting,0.04868,,,resting,1.0,1.0,0.04868,,,3.27462,,,,,,0,-0.27208,,0.03611,0.0,0.16397,0.0,0.13422,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31076,1.2,-0.88924,
Ivl,,False,False,0.05148,0.24092,,,0.24092,0.75,0.79952,False,False,KO_promotes_maturation,1.0,,False,,0.03257,-0.3223,0.54721,0.58329,-0.5034,hypertrophic,False,False,-0.02315,proliferative,1.0167,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.05186,,,,,,,,,resting,1.0,1.0,0.05186,,,-1.58703,,,,,,0,0.64564,,0.00758,0.00107,0.16397,0.0,0.20411,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.3107,1.2,-0.8893,
Vmn1r229,,False,False,0.14269,0.87855,,,0.87855,0.75,0.53598,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.01618,,,,,,,,,resting,1.0,1.0,0.01618,,,,,,,,,0,0.0,,0.02766,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31044,1.2,-0.88956,
