gene,avg_lfc_pD4,avg_neglogp_pD4,n_guides_pD4,guide_mean_lfc_pD4,guide_sd_pD4,guide_consistency_pD4,guide_t_pD4,guide_p_pD4,guide_FDR_pD4,avg_lfc_pD15,avg_neglogp_pD15,n_guides_pD15,guide_mean_lfc_pD15,guide_sd_pD15,guide_consistency_pD15,guide_t_pD15,guide_p_pD15,guide_FDR_pD15,avg_lfc_sD4,avg_neglogp_sD4,n_guides_sD4,guide_mean_lfc_sD4,guide_sd_sD4,guide_consistency_sD4,guide_t_sD4,guide_p_sD4,guide_FDR_sD4,avg_lfc_sD15,avg_neglogp_sD15,n_guides_sD15,guide_mean_lfc_sD15,guide_sd_sD15,guide_consistency_sD15,guide_t_sD15,guide_p_sD15,guide_FDR_sD15,in_secondary_library,sig_pD4,sig_pD15,sig_sD4,sig_sD15,primary_sign_agree,secondary_sign_agree,cross_library_agree,n_sig_timepoints,max_abs_lfc,screen_direction,effect_class,frac_multimapping_guides,multimapping_artifact,d4_concordant,crispr_tier,CRISPR_CAUSAL
Ctbp1,0.853313118,4.12594643958,4.0,0.855,0.3978693252815553,1.0,4.297893532731897,0.02317046666464451,0.31191585182463005,2.095609841,1.57857660555,4.0,2.0925000000000002,1.7195808597833757,1.0,2.4337326018662515,0.09301924090492997,0.29014776894961297,0.257077803,2.93368247,8.0,0.25625,0.06345695954176905,1.0,11.421669994118435,8.851331094449887e-06,2.236626674404004e-05,0.656496505,1.156575714,10.0,0.655,0.5652580531639215,1.0,3.664329691220916,0.005200426888598457,0.01198137567471213,True,False,False,True,True,True,True,True,2,2.095609841,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Tsc2,-0.91267409725,3.68007259676,4.0,-0.9125,0.3556566696501932,1.0,-5.131353228367634,0.014334066491361395,0.249951775090628,-2.079262362,3.76805138883,4.0,-2.0825000000000005,0.6753455905435872,1.0,-6.16721284379392,0.008581283808362813,0.12430111169542818,-0.556771606,1.792069048,10.0,-0.557,0.1189817913239949,1.0,-14.80385054816846,1.2646625555104294e-07,1.0156394841838385e-06,-1.897760751,5.389274943,9.0,-1.8988888888888888,0.39888734137737575,1.0,-14.281392452805905,5.634840479407391e-07,9.458482233290978e-06,True,False,False,True,True,True,True,True,2,2.079262362,-1.0,KO_blocks_maturation,0.0,False,True,A_secondary_validated,True
Emsy,-0.926577821,3.83628963887,4.0,-0.925,0.27380041392712806,1.0,-6.756746541998937,0.006622615531593555,0.1792006228703597,-1.33461289425,2.33646794164,4.0,-1.3325,1.8627824170668277,0.75,-1.430655548164535,0.24790457512900246,0.46426732440170587,-0.692776032,2.187997977,10.0,-0.692,0.3176231169868535,1.0,-6.88959972937704,7.149459119691017e-05,0.00014118679774179738,-2.067143261,5.342575946,8.0,-2.06625,0.34764257095881856,1.0,-16.811052600341974,6.449767783319837e-07,1.0104636193867744e-05,True,False,False,True,True,True,True,True,2,2.067143261,-1.0,KO_blocks_maturation,0.0,False,True,A_secondary_validated,True
Smpd4,0.0306663505,0.560011819111,4.0,0.027500000000000004,0.3029163801007356,0.75,0.18156825980064073,0.8674964737864431,0.9643209727318371,2.04982533175,1.78201408848,4.0,2.0475,0.27366341857593374,1.0,14.96363679628505,0.0006477694632348571,0.042428899841883146,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,2.04982533175,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Gm11564,-0.1718059995,0.781879004858,6.0,-0.17,0.28192197502145877,0.5,-1.4770514297136454,0.19970069019248635,0.6405375486300645,2.04389583833,2.11363987999,6.0,2.0433333333333334,0.41350534055398447,1.0,12.104133974137937,6.798115343579398e-05,0.009693095074926814,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,2.04389583833,1.0,KO_promotes_maturation,0.3333333333333333,False,False,B_primary_reproducible,True
Wdr19,0.341603449,1.4537904449,4.0,0.345,0.40369130120262275,0.75,1.7092268224369587,0.18594038212817587,0.6291589441387069,2.01323269025,1.71371781741,4.0,2.0125,0.20870633275809647,1.0,19.28547134535311,0.0003045034566560434,0.027159116814939023,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,2.01323269025,1.0,KO_promotes_maturation,0.0,False,True,B_primary_reproducible,True
Pou2af1,0.25336229325,1.11464525532,4.0,0.255,0.29670411748631553,0.75,1.7188841338661975,0.18412832406182988,0.6277962720457916,2.00619503475,1.689870701,4.0,2.0050000000000003,0.23359509127262643,1.0,17.16645661581977,0.00043067391782957896,0.032706251151115855,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,2.00619503475,1.0,KO_promotes_maturation,0.0,False,True,B_primary_reproducible,True
Phf12,-0.77143133475,2.80179718983,4.0,-0.7725,0.43637713047317234,1.0,-3.540515513094662,0.038349573751895814,0.37472568103266407,-0.30638162575,1.41532564051,4.0,-0.3075,2.352422510236345,0.75,-0.2614326284176781,0.8106798190993828,0.8911185760605761,-0.633635269,1.809670745,8.0,-0.63375,0.08927285621700953,1.0,-20.079067325353062,1.9024298646467774e-07,1.2773457662628363e-06,-1.996994296,5.600893772,9.0,-1.9977777777777779,0.3861922376802056,1.0,-15.519041421791176,2.9593435704017197e-07,5.795381158703369e-06,True,False,False,True,True,True,True,True,2,1.996994296,-1.0,KO_blocks_maturation,0.0,False,True,A_secondary_validated,True
Nat8f5,0.17778246675,0.882389273994,4.0,0.17500000000000002,0.313315602335196,0.75,1.1170844904990012,0.3453627170267716,0.7563266689876851,1.985701296,1.63636618887,4.0,1.9849999999999999,0.26159765544311225,1.0,15.175976991366143,0.0006212317034781114,0.04122820909347812,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.985701296,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Mbd5,0.123858196,0.71802742755,4.0,0.125,0.3495234851432257,0.5,0.7152595193926855,0.5260891746602773,0.8536820837776021,1.9781285655,1.63881303548,4.0,1.9775,0.27475746880961516,1.0,14.394513157858858,0.0007267503414572894,0.0443555616139146,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.9781285655,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Suv39h1,0.6996813685,3.52826599866,4.0,0.7025,0.24797513316190933,1.0,5.66589069672014,0.010888995429871297,0.2238917356287641,1.96971698975,1.61330006366,4.0,1.9700000000000002,0.6280658139611379,1.0,6.273227920416302,0.008177674475804426,0.1229599985709151,0.342876936,4.03421858,10.0,0.34199999999999997,0.08430104783848577,1.0,12.829009692141112,4.350173406351893e-07,2.004491667632735e-06,0.57331917,1.054279002,10.0,0.5740000000000001,0.6738974534584455,0.9,2.693506805258431,0.02465449532647378,0.0466246428105931,True,False,False,True,True,True,True,True,2,1.96971698975,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Olfr1273-ps,0.1191573554,0.791834584039,5.0,0.11599999999999999,0.19806564568344506,0.6,1.3095854381760446,0.26048905386555965,0.6937120409576991,1.9646575534,1.70323598902,5.0,1.966,0.4862406811446364,1.0,9.041015723768547,0.0008292136376378724,0.047729555773717416,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.9646575534,1.0,KO_promotes_maturation,0.2,False,False,B_primary_reproducible,True
Ovca2,0.172235271,0.983010035932,4.0,0.17500000000000002,0.09327379053088816,1.0,3.752393871932282,0.033061961128672414,0.35610416508580356,1.9610062085,1.66981189435,4.0,1.9625,0.1521786231155129,1.0,25.79205882958137,0.00012784020017849089,0.01566976956573783,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.9610062085,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Akap13,-0.102224191,0.645570339838,4.0,-0.10249999999999998,0.10688779163215975,0.75,-1.9178991058724504,0.15094891483519216,0.5934935339159252,1.9561369525,1.58310697781,4.0,1.955,0.2646381176877838,1.0,14.77489348156928,0.0006726383117602266,0.042903231400302305,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.9561369525,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Ppp1r1c,0.21021790175,1.01610014876,4.0,0.21000000000000002,0.22015146301277827,0.75,1.9077774648975283,0.15245911300324635,0.5957388159112683,1.95535807025,1.57897348544,4.0,1.955,0.28053520278211075,1.0,13.937644763380598,0.0007996726020871888,0.04688382258192168,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.95535807025,1.0,KO_promotes_maturation,0.0,False,True,B_primary_reproducible,True
Junb,0.21574047925,0.981860010763,4.0,0.21999999999999997,0.2626785107312739,0.75,1.6750513727791383,0.1925176372801324,0.6346602197847712,1.9544103045,1.59650020166,4.0,1.955,0.25225648323350053,1.0,15.500097162540394,0.0005834423208661929,0.039448229178565816,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.9544103045,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Gp1ba,-0.04647822825,0.451467887328,4.0,-0.04500000000000001,0.32026031078899964,0.5,-0.28102139718241775,0.7969613119498472,0.9436929607631659,1.9252196945,1.57041433463,4.0,1.925,0.2007485989988473,1.0,19.178216033388644,0.0003096075828027422,0.027381328841964037,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.9252196945,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Rln1,0.249607936,1.08274429842,4.0,0.25,0.33595634637057636,0.75,1.4882885988064516,0.23341389363299453,0.6722853268296332,1.9245341735,1.56280728847,4.0,1.9250000000000003,0.21946905628508695,1.0,17.542336332821833,0.0004037858397443691,0.0316577463800996,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.9245341735,1.0,KO_promotes_maturation,0.0,False,True,B_primary_reproducible,True
Lamc1,0.10162398425,0.714352880574,4.0,0.10249999999999998,0.4504349749593904,0.75,0.4551156357662547,0.6799435422482062,0.9088996775644769,1.92309765875,1.5541873351,4.0,1.92,0.23508863576673927,1.0,16.334264680535824,0.0004992786004009852,0.035354322514880576,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.92309765875,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Ptbp1,1.19999169925,6.21996531499,4.0,1.2025000000000001,0.39491560279803245,1.0,6.089908788004926,0.008892213986688678,0.20133592022281604,1.9191192705,1.46439733919,4.0,1.92,0.9749871794028881,1.0,3.9385133272744497,0.029165095132833233,0.186897150557843,0.72237074,4.819143514,9.0,0.7211111111111111,0.3416666666666667,1.0,6.33170731707317,0.0002249817038644966,0.0003945574657325127,1.030920581,2.047825598,8.0,1.03125,0.23925106358921672,1.0,12.191442030128439,5.717153519147593e-06,5.374124307998737e-05,True,False,False,True,True,True,True,True,2,1.9191192705,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Nfya,0.01083876625,0.493072066278,4.0,0.010000000000000009,0.2535087112244206,0.5,0.07889275245573261,0.9420855920822196,0.9855630562321595,1.91703527075,1.63209477328,4.0,1.915,0.08426149773176354,1.0,45.45373750882461,2.3442597075490622e-05,0.004060757712334605,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.91703527075,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Tsr3,-0.07713735975,0.575896461653,4.0,-0.07749999999999999,0.38981833375732,0.5,-0.3976211136762353,0.7175122300323886,0.9205788776390662,1.91334997875,1.5892029916,4.0,1.915,0.13379088160259642,1.0,28.626764052399167,9.359430286868945e-05,0.012575234539280326,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.91334997875,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Padi3,0.0059072815,0.538525860155,4.0,0.0075,0.14705441169852743,0.5,0.10200306013770688,0.9251898523731966,0.9813486265319865,1.90563697475,1.49386561753,4.0,1.905,0.27694764848252446,1.0,13.75711265604197,0.0008311683138075791,0.047729555773717416,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.90563697475,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Sap30,0.219914687,1.0447835147,4.0,0.21999999999999997,0.19966638842495915,1.0,2.2036758588707865,0.11477711011769152,0.548751876840058,1.90244668025,1.52352304913,4.0,1.9,0.2273030282830976,1.0,16.717771112434274,0.00046598253129154503,0.03463472998535739,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.90244668025,1.0,KO_promotes_maturation,0.0,False,True,B_primary_reproducible,True
Cope,-0.08755738475,0.620434330156,4.0,-0.08749999999999998,0.1181453906563152,0.75,-1.4812257933030561,0.23513898314585419,0.6736275501644396,1.897632244,1.52128810525,4.0,1.9,0.21863211109075448,1.0,17.380795442361233,0.0004150595711768033,0.03175054237907225,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.897632244,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Rbpj,0.76563392375,3.61461013102,4.0,0.7650000000000001,0.40517485937144065,1.0,3.776147420334848,0.03252886836516283,0.35345001603619125,1.88715791325,1.47220598803,4.0,1.8875000000000002,0.2692427653005121,1.0,14.020803848848377,0.0007856976979678989,0.04685285817720225,0.684501224,5.561990822,10.0,0.6859999999999999,0.19710121483362017,1.0,11.006134471097537,1.6023807360040114e-06,5.196599531071107e-06,1.553815088,3.695990869,10.0,1.5550000000000002,0.3134131104114468,1.0,15.689649214438969,7.630249726289233e-08,2.2413858570974622e-06,True,False,True,True,True,True,True,True,3,1.88715791325,1.0,KO_promotes_maturation,0.25,False,True,A_secondary_validated,True
Bex1,0.138843085,0.769644666942,4.0,0.13999999999999999,0.29608557321603274,0.75,0.9456725532375188,0.41408193937092913,0.8002658555982951,1.87497502925,1.45780683561,4.0,1.875,0.280059517483933,1.0,13.390010929427305,0.0009004836484773306,0.04954220499913363,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.87497502925,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Clic1,-0.357436286,1.20517277309,4.0,-0.35750000000000004,0.24404576073624662,1.0,-2.929778406488032,0.061011593084957065,0.4433803359790399,1.873824019,1.45400973689,4.0,1.875,0.27331300737432895,1.0,13.720532498711295,0.0008377501268276036,0.04797607283690321,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.873824019,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Ezh2,1.87364456675,8.15427302373,4.0,1.8725,0.7774906215940272,1.0,4.816778358460356,0.017045413513010758,0.2735619197800195,1.0140777925,0.528994819999,4.0,1.0150000000000001,1.0288666904252788,0.75,1.9730447286235948,0.14302212621364221,0.35438512417991974,1.257826208,7.92017134,10.0,1.259,0.31662982241798454,1.0,12.574013223859394,5.166620863566728e-07,2.1768977056517706e-06,0.647414842,1.519174083,9.0,0.6466666666666667,0.19170289512680816,1.0,10.11982630057164,7.765375098617715e-06,7.018704416058319e-05,True,False,False,True,True,True,True,True,2,1.87364456675,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Csnka2ip,0.1322670375,0.79450110783,4.0,0.135,0.19941581348194698,0.75,1.3539548107324146,0.26871667112225817,0.6987100144799071,1.8679631655,1.46994206654,4.0,1.8675000000000002,0.22588713996153045,1.0,16.534805835498588,0.00048148663392003424,0.034864039981530225,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.8679631655,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Zfp697,-0.21143351775,0.865281080531,4.0,-0.21000000000000002,0.1430617582258329,1.0,-2.935795038510578,0.06071583436325145,0.44337710057489027,1.834049202,1.42812117845,4.0,1.8375,0.21187653637594386,1.0,17.345006968960693,0.00041761372294243877,0.03182975866499461,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.834049202,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Rps6,-0.534073688,1.78977456568,4.0,-0.5325,0.36289346462380206,1.0,-2.9347456039310194,0.060767291812750014,0.44337710057489027,1.82838547775,1.40997300012,4.0,1.8275000000000001,0.23329166294576403,1.0,15.667083657634693,0.0005651621852218846,0.03858566580537688,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.82838547775,1.0,KO_promotes_maturation,0.5,False,False,B_primary_reproducible,True
Uri1,-0.09312830475,0.559645391127,4.0,-0.09250000000000001,0.19956202043475108,0.75,-0.9270301012034889,0.4222884947917861,0.8050502861819572,1.827908058,1.43108350823,4.0,1.8275000000000001,0.19653244007033543,1.0,18.597438665555373,0.00033931986375815954,0.028794106657372566,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.827908058,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Ogn,-0.13495672175,0.709978403729,4.0,-0.135,0.1014889156509222,1.0,-2.660389051043592,0.07631332184616782,0.47771998034549196,1.81527893925,1.37215116455,4.0,1.815,0.26134268690743956,1.0,13.889808982049866,0.0008078613637273782,0.04713025549623975,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.81527893925,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
H2bc21,0.10123001375,0.722791858644,4.0,0.1025,0.3698986347636336,0.5,0.5542058843526028,0.6180721633440629,0.8858646142118528,1.788767118,1.41568389164,4.0,1.79,0.1296148139681572,1.0,27.620299643214455,0.00010416935203983709,0.01347771369601843,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.788767118,1.0,KO_promotes_maturation,0.25,False,False,B_primary_reproducible,True
Top1,-0.0013549745,0.460156539981,4.0,-0.0025000000000000022,0.30543684562715523,0.5,-0.016369996192612177,0.987967047326902,0.9972631247967634,1.77738431675,1.34275563424,4.0,1.7774999999999999,0.23428970670233604,1.0,15.173521918812297,0.0006215301917788224,0.04122820909347812,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.77738431675,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Olfr322,-0.09337684575,0.565094217222,4.0,-0.095,0.3526565846069894,0.25,-0.5387677652800428,0.6274588449962225,0.8909128669373882,1.7751485545,1.32805573259,4.0,1.7774999999999999,0.256953303150592,1.0,13.835198677778932,0.0008173466467965207,0.04732482242225158,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.7751485545,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Slc35a2,-0.08378815175,0.500793467697,4.0,-0.08500000000000002,0.3897435053981015,0.5,-0.43618430492216775,0.6921853944918868,0.9121618110317082,1.769841504,1.3214980608,4.0,1.77,0.2533771891863985,1.0,13.971265571960295,0.0007939831423707483,0.04685285817720225,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.769841504,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Kdm1a,-1.05214291275,4.75335471876,4.0,-1.05,0.14719601443879746,1.0,-14.266690630221905,0.0007462296238303366,0.05231094620563163,0.1392986335,0.797159863285,4.0,0.1375,0.6862640405363909,0.75,0.4007203987914874,0.7154579417453342,0.8306924361057249,-0.6402635,2.029370047,10.0,-0.64,0.14094916341243982,1.0,-14.35877768628985,1.6477088614448465e-07,1.1858615125075094e-06,-1.769159845,5.301619051,9.0,-1.768888888888889,0.13383239933256486,1.0,-39.65158431838275,1.7996921237659484e-10,4.229276490849979e-08,True,True,False,True,True,False,True,False,3,1.769159845,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
Kdelr2,-0.12107411225,0.546364268859,4.0,-0.12,0.3027650354097492,0.75,-0.7926939108909795,0.4858588322264321,0.8370541775000836,1.75732580875,1.22337345711,4.0,1.7600000000000002,0.4688283267892418,1.0,7.508078754768566,0.004895780928057341,0.10171116219875574,-0.111695142,1.002051591,10.0,-0.11100000000000002,0.09456919865015953,0.8,-3.711703443498493,0.004832230229025201,0.006526287952993806,-0.182567196,1.16657377,9.0,-0.18222222222222223,0.3312015163679726,0.7777777777777778,-1.650556050170094,0.13743604720936925,0.19574224905576834,True,False,False,True,False,False,True,False,1,1.75732580875,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
Stat5a,-0.098956965,0.595225990686,4.0,-0.1,0.14,0.75,-1.4285714285714288,0.24844657591953875,0.6846512074086776,1.75288808875,1.30926513288,4.0,1.7525,0.23963513932643518,1.0,14.626402496110671,0.0006931031009610827,0.0432758838573252,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.75288808875,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
1600012H06Rik,0.21109489625,1.07694514379,4.0,0.2075,0.125,1.0,3.32,0.045054088171053885,0.402541785585109,1.7499969635,1.35698539909,4.0,1.7525,0.1289379695822762,1.0,27.18361403824833,0.00010925401591271084,0.013794964900785658,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.7499969635,1.0,KO_promotes_maturation,0.0,False,True,B_primary_reproducible,True
Fam161a,0.215242962,0.988984338811,4.0,0.2125,0.22126530078919587,0.75,1.9207711217445091,0.15052358484467634,0.5930402891624842,1.7427910485,1.33202103636,4.0,1.7449999999999999,0.1642153058233813,1.0,21.252586550936996,0.00022792117050691028,0.02370115231390171,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.7427910485,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Copb2,-0.5975397965,2.34069905409,4.0,-0.5975,0.18227726133558184,1.0,-6.555946645478415,0.0072166212098220385,0.1853048281608901,1.727789295,1.28896609693,4.0,1.7275,0.22410934831014973,1.0,15.416581352146684,0.0005928803848971195,0.03982940021616547,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.727789295,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Prelid1,-0.36438380725,1.10005212967,4.0,-0.36500000000000005,0.4819751030914356,0.75,-1.514601055775928,0.22710820327084016,0.6678302137470924,1.72156335775,1.29756224136,4.0,1.7225,0.1883923211457055,1.0,18.286307950606886,0.0003568097779801602,0.029795748790693855,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.72156335775,1.0,KO_promotes_maturation,0.25,False,False,B_primary_reproducible,True
Ccnf,-0.240756476,0.807724325808,4.0,-0.24,0.30298514815086236,0.75,-1.5842360687626786,0.21130925368470124,0.6526760015233626,1.714682096,1.3103496473,4.0,1.715,0.13576941236277537,1.0,25.263422300415158,0.00013600346445810673,0.016573445436290215,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.714682096,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Uxt,-0.7222351505,2.43973383584,4.0,-0.72,0.5743402011583959,1.0,-2.5072248069970393,0.0871501787304294,0.4976838397126429,1.70325952725,1.27987726139,4.0,1.7025,0.1726991603917054,1.0,19.716366844384144,0.00028509048257310257,0.025756450494535475,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.70325952725,1.0,KO_promotes_maturation,0.5,False,False,B_primary_reproducible,True
Atp23,0.0169722655,0.480465956953,4.0,0.017499999999999988,0.343644680835695,0.5,0.10184938674122629,0.9253020401305394,0.9813890239592789,1.7031319765,1.25605300665,4.0,1.705,0.2162560211107813,1.0,15.768347084556606,0.0005544465622671579,0.03822763139841983,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.7031319765,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Hnrnpc,0.73613036725,3.50855661715,4.0,0.735,0.48349422609444537,1.0,3.0403672281142224,0.05585110382037229,0.4297500499541128,1.69092387475,1.14095314757,4.0,1.6925,0.7349999999999999,1.0,4.605442176870749,0.019250889026407276,0.16563574940650228,0.228911836,2.959316416,10.0,0.22999999999999998,0.1201850425154663,1.0,6.051700333218502,0.00019009175466395772,0.0003384209268638641,1.252672165,2.161250244,10.0,1.253,0.8779274837175713,0.9,4.513281542813232,0.0014608106692890425,0.004238154410900309,True,False,False,True,True,True,True,True,2,1.69092387475,1.0,KO_promotes_maturation,0.25,False,True,A_secondary_validated,True
Ss18l2,-0.212657879,0.846277648781,4.0,-0.21,0.15556349186104046,1.0,-2.699862255439545,0.07379464514328013,0.47354711615595985,1.68422910275,1.24664470137,4.0,1.6825,0.18025444978326238,1.0,18.66805509681492,0.00033550988955469434,0.02870321340843426,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.68422910275,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Emc3,0.150891756,0.778806418154,4.0,0.15,0.33793490497431605,0.5,0.8877449342582733,0.4400688545171658,0.8146112506120106,1.66682233125,1.31079824798,4.0,1.665,0.044347115652166834,1.0,75.08943819748274,5.205434230645478e-06,0.001487847287745313,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.66682233125,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Pagr1a,-0.10237975275,0.536665222988,4.0,-0.10250000000000001,0.3343027569933179,0.75,-0.6132165999579166,0.583092651062343,0.8719142445792044,1.66441752475,1.25767576032,4.0,1.665,0.12396235987858033,1.0,26.862992954165247,0.0001131996775970811,0.014207576302004908,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.66441752475,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Itgb1,0.075072375,0.682893818967,4.0,0.0775,0.3413087556255577,0.75,0.45413426243904237,0.6805749558744152,0.909116068366934,1.66131078375,1.21151843249,4.0,1.6625,0.19670197423174648,1.0,16.903744931825734,0.00045089681766681056,0.03399567373487895,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,1.66131078375,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Yju2,-0.01534971375,0.49768574772,4.0,-0.015000000000000013,0.30094296248071106,0.5,-0.09968666405323526,0.9268811605194825,0.9819768057262613,1.635542937,1.16174998663,4.0,1.635,0.23558437978779492,1.0,13.88037697128089,0.0008094891211186216,0.04713025549623975,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.635542937,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Unc5b,0.43861433675,1.94281663968,4.0,0.44,0.27748873851023215,1.0,3.1712998686883678,0.0504302133426939,0.41828457380527845,1.63460475475,1.17418569517,4.0,1.635,1.3379711008338957,0.75,2.4439989757341993,0.09217093354632211,0.28916371308650074,0.170726795,2.585627949,10.0,0.17,0.09888264649460884,1.0,5.436618267068067,0.00041279584420143953,0.0006783707929184495,0.238552026,0.746479398,10.0,0.23900000000000002,0.43313970032773486,0.8,1.7448974550436707,0.11496272672466835,0.1728015350092058,True,False,False,True,False,True,True,True,1,1.63460475475,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Rpl27a,-0.59541507275,2.05134047287,4.0,-0.5950000000000001,0.37775653535048204,1.0,-3.150177134317265,0.051258374601018813,0.4185335144672202,1.616021754,1.14025327752,4.0,1.6175,0.23099422792211352,1.0,14.004678944145631,0.0007883819728277999,0.04685285817720225,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,1.616021754,1.0,KO_promotes_maturation,0.25,False,False,B_primary_reproducible,True
